claim_id,claim_title,perspective,p_title,paraphrase_perspective,para_title,vote_yes,vote_no
140,State funding to universities have to be conditioned upon all academic work being made available to the general public,1034,It reduces the ability of universities to be self-sufficient and to fund other less potentially profitable pursuits,21798,The university is unable to be sustainable and fund other profitable pursuits because of this problem.,1,0
141,Online gambling has to be banned,1036,Gambling is bad for you.,21799,Gambling is not good for someone like you.,1,0
141,Online gambling has to be banned,1036,Gambling is bad for you.,21800,You should not gamble because it is bad.,1,0
141,Online gambling has to be banned,1037,Online gambling affects families,21801,Online gambling has adverse effects on family relationships.,1,0
141,Online gambling has to be banned,1037,Online gambling affects families,21802,Families are indirectly effected by online gambling.,1,0
141,Online gambling has to be banned,1038,Gambling is addictive.,21803,Continuing to gamble will lead to addiction.,1,0
141,Online gambling has to be banned,1038,Gambling is addictive.,21804,There is a addiction connected to gambling.,1,0
141,Online gambling has to be banned,1039,Online gambling encourages crime,21805,The practice of gambling causes people to become involved in criminal activity.,1,0
141,Online gambling has to be banned,1039,Online gambling encourages crime,21806,Online gambling and criminal activity go hand in hand.,1,0
343,We must limit anonymous contributions from corporations and individuals to super PACs,2556,Further campaign finance reform is simply unrealistic and too ambitious.,23258,It is unrealistic to believe campaign finance can be further reformed.,1,0
343,We must limit anonymous contributions from corporations and individuals to super PACs,2556,Further campaign finance reform is simply unrealistic and too ambitious.,23259,Additional reformation of campaign finance is unrealistic.,1,0
344,Governments should lower the voting age to 16,2558,16 year olds are mature enough to vote,23260,16 year olds are informed enough to cast a vote.,1,0
344,Governments should lower the voting age to 16,2558,16 year olds are mature enough to vote,23261,It is appropriate for 16 year olds to have the right to vote.,1,0
344,Governments should lower the voting age to 16,2560,Voting at a lower age would increase participation,23262,More citizens would participate if the voting age were lowered.,1,0
344,Governments should lower the voting age to 16,2560,Voting at a lower age would increase participation,23263,A lower voting age would result in an increase in participation.,1,0
344,Governments should lower the voting age to 16,2562,Parents are guardians and should be trusted to vote in their children’s interests,23264,Minor's interests can be appropriately taken into consideration by the votes of their parents.,1,0
344,Governments should lower the voting age to 16,2562,Parents are guardians and should be trusted to vote in their children’s interests,23265,A parent's vote should be counted as a vote in the interest of their child.,1,0
344,Governments should lower the voting age to 16,2564,Young people would be more likely to misuse their vote,23266,Younger people are more likely to not take the impact of their vote seriously.,1,0
344,Governments should lower the voting age to 16,2564,Young people would be more likely to misuse their vote,23267,Allowing young people to vote would be likely to result in inappropriate votes.,1,0
345,We must have a criminal DNA database,2567,DNA evidence would reduce the risk of wrongful conviction,23268,Wrongful convictions can be reduced through DNA evidence.,1,0
345,We must have a criminal DNA database,2567,DNA evidence would reduce the risk of wrongful conviction,23269,DNA evidence can lower the chance that a wrongful conviction happens.,1,0
345,We must have a criminal DNA database,2568,A DNA database would reduce the time spent tracking down suspects,23270,Time spent tracking down suspects can be reduced with a database of DNA.,1,0
345,We must have a criminal DNA database,2568,A DNA database would reduce the time spent tracking down suspects,23271,Creating a database for DNA can help expedite the process of tracking down suspects.,1,0
345,We must have a criminal DNA database,2570,"DNA testing is fallible, and therefore should not be used as the basis of convictions",23272,"DNA testing isn't 100% accurate, so it shouldn't be used to convict people.",1,0
345,We must have a criminal DNA database,2570,"DNA testing is fallible, and therefore should not be used as the basis of convictions",23273,People shouldn't be convicted based on DNA evidence because it's not always accurate.,1,0
165,The new technologies will make entrepreneurs of Africa’s youth,1229,Technology remains insecure and a security risk.,21978,Technology is not secure enough,1,0
165,The new technologies will make entrepreneurs of Africa’s youth,1229,Technology remains insecure and a security risk.,21977,There are some risks involved.,0,1
167,Male infant circumcision is tantamount to child abuse,1242,"Parents have the right to use their best judgment, in the light of medical advice, as to what is in the best interest of their child ",21983,Parents know what best for thier child,1,0
167,Male infant circumcision is tantamount to child abuse,1242,"Parents have the right to use their best judgment, in the light of medical advice, as to what is in the best interest of their child ",21984,Parents have the right to make the decisions for their child,1,0
168,Keep the Sabbath as a Day of Rest,1244,A shared day when there is no commercial activity encourages family life and recreation,21985,Family life will be strengthened during a shared day of Sabbath,1,0
168,Keep the Sabbath as a Day of Rest,1244,A shared day when there is no commercial activity encourages family life and recreation,21986,Sabbath day puts the emphasis on family and away from commercial activity,1,0
168,Keep the Sabbath as a Day of Rest,1246,People should be allowed to take their leisure at their own convenience and not on the basis of religious decree,21987,"Recreation should be when people want, not when told to by religion",1,0
168,Keep the Sabbath as a Day of Rest,1246,People should be allowed to take their leisure at their own convenience and not on the basis of religious decree,21988,Religious decrees infringe on people's freedom of choice,1,0
169,The niqab and other face coverings in schools must be banned,1249,The veil is a symbol of oppression on women,21989,Women are oppressed by face and hair coverings,1,0
169,The niqab and other face coverings in schools must be banned,1249,The veil is a symbol of oppression on women,21990,Should religion impose oppressive measures on females,0,1
169,The niqab and other face coverings in schools must be banned,1254,It’s a personal matter – it doesn’t concern others,21991,Religious clothing is a matter of personal choice,1,0
169,The niqab and other face coverings in schools must be banned,1254,It’s a personal matter – it doesn’t concern others,21992,No one should tell others how to dress,1,0
900,Valentines Day is just a Hallmark ploy,7217,Much of the snobbery about Valentines Day comes from those who have no-one to spend it with,26793,People who don't have Valentines are usually the ones who despise it.,1,0
900,Valentines Day is just a Hallmark ploy,7217,Much of the snobbery about Valentines Day comes from those who have no-one to spend it with,26794,People without a partner on Valentines Day are usually the who think it's overhyped.,1,0
902,The Illegality Of Recreational Drugs Does More Harm Than Good,7225,people who sell are making lots of money,26795,People selling illegal recreational drugs are raking it in.,1,0
902,The Illegality Of Recreational Drugs Does More Harm Than Good,7225,people who sell are making lots of money,26796,People who sell illegal drugs are making bunches of money.,1,0
907,Barbie Dolls are affecting the mental image we create for ourselves,7240,Body image shaped in childhood can be conveyed into adulthood,26797,Body image shapes are instilled in our minds from childhoods and into our adult lives.,1,0
907,Barbie Dolls are affecting the mental image we create for ourselves,7240,Body image shaped in childhood can be conveyed into adulthood,26798,Children who get a view of body image shapes eventually bring that image into adulthood.,0,1
908,Governments of resource-rich nations should impose high taxes on mining and extraction,7244,High Mining Taxes would Balance the Economy,26799,The economy could benefit from the imposition of mining taxes.,1,0
908,Governments of resource-rich nations should impose high taxes on mining and extraction,7244,High Mining Taxes would Balance the Economy,26800,Mining taxes could reduce the deficit.,1,0
858,Remotely Controlled Weapons Systems Should Not Be Used In Combat,7001,We put in danger less people in the combat,26683,Remote controlled weapons systems keep people safer.,1,0
858,Remotely Controlled Weapons Systems Should Not Be Used In Combat,7001,We put in danger less people in the combat,26684,Combat is less of a risk when remote controlled weapons systems are used.,1,0
859,Smoking should be made Illegal,7004,Eliminates a public health menace,26685,Stoping smoking is safer for everyone's health.,1,0
859,Smoking should be made Illegal,7004,Eliminates a public health menace,26686,If smoking were illegal it would make everyone healthier.,1,0
859,Smoking should be made Illegal,7009,Smoking ends peoples lives when they could have had a great futurees lives,26687,Ending smoking means living a longer life.,1,0
859,Smoking should be made Illegal,7009,Smoking ends peoples lives when they could have had a great futurees lives,26688,The possibilities in the future are endless is smoking is made illegal.,1,0
860,Creationism should be discussed in school science lessons,7018,Students deserve to learn about different theories from each religion,26689,Students should learn about all theories of our beginnings.,1,0
860,Creationism should be discussed in school science lessons,7018,Students deserve to learn about different theories from each religion,26690,Students should learn creationist throeries from all religions.,1,0
860,Creationism should be discussed in school science lessons,7018,Students deserve to learn about different theories from each religion,26691,students should learn different ideas from religion,1,0
860,Creationism should be discussed in school science lessons,7018,Students deserve to learn about different theories from each religion,26692,students need new ideas from religion,1,0
860,Creationism should be discussed in school science lessons,7020,Science lessons are not always comprised of undisputed fact,26693,Science lessons do not always represent undisputed facts.,1,0
860,Creationism should be discussed in school science lessons,7020,Science lessons are not always comprised of undisputed fact,26694,Science lessons are sometimes centered on theories instead of facts.,1,0
860,Creationism should be discussed in school science lessons,7020,Science lessons are not always comprised of undisputed fact,26695,science does not mean fact,1,0
860,Creationism should be discussed in school science lessons,7020,Science lessons are not always comprised of undisputed fact,26696,scientific inquiry does not come up with facts,1,0
860,Creationism should be discussed in school science lessons,7025,It may be damaging to some students in a compulsory science lesson,26697,Creationist lessons may be damaging to some students.,1,0
860,Creationism should be discussed in school science lessons,7025,It may be damaging to some students in a compulsory science lesson,26698,"In a compulsory science lesson, creationism may be damaging to certain students. ",1,0
860,Creationism should be discussed in school science lessons,7025,It may be damaging to some students in a compulsory science lesson,26699,it can be damaging to many students in a compulsory lesson of science,1,0
860,Creationism should be discussed in school science lessons,7025,It may be damaging to some students in a compulsory science lesson,26700,compulsory science lessons can be damaging,1,0
860,Creationism should be discussed in school science lessons,7027,"Science lessons tend to deal with fact, as opposed to opinion as in a religious education lesson",26701,Science is grounded in fact whereas religion is not.,1,0
860,Creationism should be discussed in school science lessons,7027,"Science lessons tend to deal with fact, as opposed to opinion as in a religious education lesson",26702,Religious education is not based on scientific facts.,1,0
860,Creationism should be discussed in school science lessons,7027,"Science lessons tend to deal with fact, as opposed to opinion as in a religious education lesson",26703,science is fact and religious education is opinion,1,0
860,Creationism should be discussed in school science lessons,7027,"Science lessons tend to deal with fact, as opposed to opinion as in a religious education lesson",26704,science is fact and religion is education,0,1
860,Creationism should be discussed in school science lessons,7028,"Creationism lacks scientific support, therefore should not be taught in a science lesson",26705,Creationism would need to be based on scientific support in order to be taught in these classes.,1,0
860,Creationism should be discussed in school science lessons,7028,"Creationism lacks scientific support, therefore should not be taught in a science lesson",26706,Creationism should not be taught because it is not based on factual science.,1,0
860,Creationism should be discussed in school science lessons,7028,"Creationism lacks scientific support, therefore should not be taught in a science lesson",26707,creationism has no science support and need not be taught,1,0
860,Creationism should be discussed in school science lessons,7028,"Creationism lacks scientific support, therefore should not be taught in a science lesson",26708,creationism should not be taught due to lack of evidence,1,0
108,The age of consent laws should be lowered,801,Lowering the age of consent will cause criminal dangers.,21633,"If the consent age is lowered, more people will be in danger.",1,0
108,The age of consent laws should be lowered,801,Lowering the age of consent will cause criminal dangers.,21634,Lowering the age of consent will increase crimes and potential victims.,1,0
108,The age of consent laws should be lowered,801,Lowering the age of consent will cause criminal dangers.,21635,There will be more criminal danger if the age of consent is lowered,1,0
108,The age of consent laws should be lowered,801,Lowering the age of consent will cause criminal dangers.,21636,Lowering the age of consent will open the door to more criminal problems,1,0
109,Partial birth abortions should be banned,804,Abortion is wrong per se when there are alternatives such as adoption,21637,There are more favorable options than abortion.,1,0
109,Partial birth abortions should be banned,804,Abortion is wrong per se when there are alternatives such as adoption,21639,"When there are other alternatives like adoption, abortion is wrong.",1,0
109,Partial birth abortions should be banned,804,Abortion is wrong per se when there are alternatives such as adoption,21640,Abortion is a mistake when there are other alternatives like adoption.,1,0
109,Partial birth abortions should be banned,804,Abortion is wrong per se when there are alternatives such as adoption,21638,Adoption is a more moral option than abortion.,0,1
109,Partial birth abortions should be banned,805,Banning partial birth abortions is in line with popular and accepted moral standards,21641,Banning partial birth abortions shows our good moral standards.,1,0
109,Partial birth abortions should be banned,805,Banning partial birth abortions is in line with popular and accepted moral standards,21642,"If we do not ban partial birth abortions, our moral standards come into question.",1,0
109,Partial birth abortions should be banned,805,Banning partial birth abortions is in line with popular and accepted moral standards,21643,There is agreement across accepted moral standards that Banning partial birth abortions is correct.,1,0
109,Partial birth abortions should be banned,805,Banning partial birth abortions is in line with popular and accepted moral standards,21644,Banning partial birth abortions is accepted as a moral standard.,1,0
109,Partial birth abortions should be banned,806,"The concept of ""foetal rights"" is an attack on the autonomy of women",21645,Foetal rights should not supercede the personal rights of women.,1,0
109,Partial birth abortions should be banned,806,"The concept of ""foetal rights"" is an attack on the autonomy of women",21646,Foetal rights threaten a woman's right to choose what is best for her own body.,1,0
109,Partial birth abortions should be banned,806,"The concept of ""foetal rights"" is an attack on the autonomy of women",21647,"The autonomy of women is threatened by The concept of ""foetal rights""",1,0
109,Partial birth abortions should be banned,806,"The concept of ""foetal rights"" is an attack on the autonomy of women",21648,Foetal rights imposes a threat on the autonomy of women,1,0
109,Partial birth abortions should be banned,808,Partial birth abortions are safer than any available alternative,21650,The alternatives to partial birth abortion are not as safe.,1,0
109,Partial birth abortions should be banned,808,Partial birth abortions are safer than any available alternative,21651,"As opposed to other current alternatives, partial birth abortions are safer",1,0
109,Partial birth abortions should be banned,808,Partial birth abortions are safer than any available alternative,21652,Partial birth abortions are less dangerous than the current alternatives available.,1,0
109,Partial birth abortions should be banned,808,Partial birth abortions are safer than any available alternative,21649,The safest option is partial birth abortions.,0,1
110,Marriage is an outdated institution,810,Unreasonable commitment to expect of people,21653,Marriage should not be expected.,1,0
110,Marriage is an outdated institution,810,Unreasonable commitment to expect of people,21654,This level of commitment is unreasonable to expect.,1,0
110,Marriage is an outdated institution,810,Unreasonable commitment to expect of people,21656,Expectations of people is an commitment that is unreasonable.,1,0
110,Marriage is an outdated institution,810,Unreasonable commitment to expect of people,21655,Unhelpful promise to expect of others.,0,1
110,Marriage is an outdated institution,816,Marriage represents a legal bond which protects both parties in a relationship,21657,Marriage is a legal contract with protections for both parties.,1,0
110,Marriage is an outdated institution,816,Marriage represents a legal bond which protects both parties in a relationship,21658,Marriage provides protection to both parties in the form of legal protection.,1,0
110,Marriage is an outdated institution,817,Marriage is an important institution to religious people,21659,Marriage  is  an important religious aspect to some couples.,1,0
110,Marriage is an outdated institution,817,Marriage is an important institution to religious people,21660,Those who are observant religiously think that marriage is important.,1,0
584,Tablets should replace textbooks in K-12 schools,4707,Tablets increase the number of excuses available for students not doing their schoolwork.,25112,Students may increase the number of excuses for not doing their schoolwork if tablets replace textbooks.,1,0
584,Tablets should replace textbooks in K-12 schools,4707,Tablets increase the number of excuses available for students not doing their schoolwork.,25113,"If textbooks are replaced with tablets, students will come up with more excuses for not doing their schoolwork.",1,0
584,Tablets should replace textbooks in K-12 schools,4707,Tablets increase the number of excuses available for students not doing their schoolwork.,25114,Tablets increase the number of excuses,1,0
584,Tablets should replace textbooks in K-12 schools,4707,Tablets increase the number of excuses available for students not doing their schoolwork.,25115,Should Tablets Replace Textbooks in K,0,1
584,Tablets should replace textbooks in K-12 schools,4709,Many textbooks are not available in digital format or on the specific tablet used by a school.,25116,There are many types of tablets and some do not have the textbooks needed in the school.,1,0
584,Tablets should replace textbooks in K-12 schools,4709,Many textbooks are not available in digital format or on the specific tablet used by a school.,25117,"If tablets replace textbooks in K-12, there may be instances where the required textbook is not available.",1,0
584,Tablets should replace textbooks in K-12 schools,4709,Many textbooks are not available in digital format or on the specific tablet used by a school.,25118,Tablets Should Not Replace Textbooks in K,0,1
584,Tablets should replace textbooks in K-12 schools,4709,Many textbooks are not available in digital format or on the specific tablet used by a school.,25119,TOPIC #7: Should tablets replace textbooks in K 12 schools?,0,1
584,Tablets should replace textbooks in K-12 schools,4710,Tablets may be too difficult for less-technologically-savvy students to operate.,25121,Not all students are tech savvy enough to operate a tablet.,1,0
584,Tablets should replace textbooks in K-12 schools,4710,Tablets may be too difficult for less-technologically-savvy students to operate.,25122,Tablets may be too difficult for less technologically savvy students,1,0
584,Tablets should replace textbooks in K-12 schools,4710,Tablets may be too difficult for less-technologically-savvy students to operate.,25120,Some students are tech savvy enough to use tablets.,0,1
584,Tablets should replace textbooks in K-12 schools,4710,Tablets may be too difficult for less-technologically-savvy students to operate.,25123,TOPIC #7: Should tablets replace textbooks in K 12 schools?,0,1
584,Tablets should replace textbooks in K-12 schools,4711,Tablets are unnecessary because print textbooks that are not brand new still convey relevant information to K-12 students.,25124,The textbooks that are already available still convey relevant info for students.,1,0
584,Tablets should replace textbooks in K-12 schools,4711,Tablets are unnecessary because print textbooks that are not brand new still convey relevant information to K-12 students.,25125,Students already get the relevant information needed with textbooks.,1,0
584,Tablets should replace textbooks in K-12 schools,4711,Tablets are unnecessary because print textbooks that are not brand new still convey relevant information to K-12 students.,25126,TOPIC #7: Should tablets replace textbooks in K 12 schools?,0,1
584,Tablets should replace textbooks in K-12 schools,4711,Tablets are unnecessary because print textbooks that are not brand new still convey relevant information to K-12 students.,25127,Should Tablets Replace Textbooks in K,0,1
585,Social networking sites are good for our society,4713,Law enforcement uses social media to catch and prosecute criminals.,25128,Social media can help prosecute criminals,1,0
585,Social networking sites are good for our society,4713,Law enforcement uses social media to catch and prosecute criminals.,25130,Social media allows law enforcement to catch and prosecute criminals.,1,0
585,Social networking sites are good for our society,4713,Law enforcement uses social media to catch and prosecute criminals.,25131,Criminals can be caught using social media.,1,0
585,Social networking sites are good for our society,4713,Law enforcement uses social media to catch and prosecute criminals.,25129,Law Enforcement Officers can arrest people from social media,0,1
585,Social networking sites are good for our society,4714,Social media sites help students do better at school.,25132,Using social media can improve students grades,1,0
585,Social networking sites are good for our society,4714,Social media sites help students do better at school.,25133,students grades have gone up from social media,1,0
585,Social networking sites are good for our society,4714,Social media sites help students do better at school.,25134,Students do better using social media sites.,1,0
585,Social networking sites are good for our society,4714,Social media sites help students do better at school.,25135,Social media offers students a chance to do better in school.,1,0
585,Social networking sites are good for our society,4715,Social media allows people to improve their relationships and make new friends.,25136,social media help people find friends,1,0
585,Social networking sites are good for our society,4715,Social media allows people to improve their relationships and make new friends.,25137,people who may not have many friends can use social media to get more,1,0
585,Social networking sites are good for our society,4715,Social media allows people to improve their relationships and make new friends.,25138,People can improve relationships and make new friends with social media.,1,0
585,Social networking sites are good for our society,4715,Social media allows people to improve their relationships and make new friends.,25139,Making new friends and improving relationships is a perk of social media.,1,0
585,Social networking sites are good for our society,4716,Social media helps empower business women.,25140,business women can improve their life by social media,1,0
585,Social networking sites are good for our society,4716,Social media helps empower business women.,25142,Business women are empowered through social media.,1,0
585,Social networking sites are good for our society,4716,Social media helps empower business women.,25143,Social media allows business women to flourish.,1,0
585,Social networking sites are good for our society,4716,Social media helps empower business women.,25141,social media can help with a business woman career,0,1
568,Gay marriage should be legal,4302,"Gay marriage is contrary to the word of God and is incompatible with the beliefs, sacred texts, and traditions of many religious groups. ",24689,God's word is not compatible with gay marriage and is not supported by the Bible and practices of many churches.,1,1
568,Gay marriage should be legal,4302,"Gay marriage is contrary to the word of God and is incompatible with the beliefs, sacred texts, and traditions of many religious groups. ",24690,God condemns gay marriage in the Bible and it is not supported by a lot of churches.,2,0
568,Gay marriage should be legal,4303,"Legalizing gay marriage often leads to an end to domestic partnership benefits for gay and straight couples, which disadvantages couples who choose not to get married. ",24691,If gay couples don't get married it means they lose benefits through the legalization of gay marriage.,2,0
568,Gay marriage should be legal,4303,"Legalizing gay marriage often leads to an end to domestic partnership benefits for gay and straight couples, which disadvantages couples who choose not to get married. ",24692,Gay couple who don't get married are at a disadvantage once gay marriage is legalized.,1,1
568,Gay marriage should be legal,4305,"Marriage is an outmoded, oppressive institution that should be weakened, not expanded. ",24693,"We should do away with the institution of marriage, not strengthen or support it.",1,1
568,Gay marriage should be legal,4305,"Marriage is an outmoded, oppressive institution that should be weakened, not expanded. ",24694,Marriage is not something we should encourage or support.,2,0
568,Gay marriage should be legal,4308,"Legalizing gay marriage advances the ""homosexual agenda"" and unfairly paints opponents as bigots. ",24695,Those against gay marriage are called names if gay marriage is legalized.,1,0
568,Gay marriage should be legal,4308,"Legalizing gay marriage advances the ""homosexual agenda"" and unfairly paints opponents as bigots. ",24696,Legalizing marriage by gays leads to the oppression of those who are against the practice.,1,0
569,The D.A.R.E. program is good for America's kids (K-12),4310,"The D.A.R.E. program helps prevent drug use in elementary, middle, and high school students. ",24697,In all areas of education the D.A.R.E program helps to lower drug use.,1,0
569,The D.A.R.E. program is good for America's kids (K-12),4310,"The D.A.R.E. program helps prevent drug use in elementary, middle, and high school students. ",24698,At all ages drug use is reduced by the implantation of the D.A.R.E program.,1,0
569,The D.A.R.E. program is good for America's kids (K-12),4311,D.A.R.E. improves decision making and attitudes toward drug use.,24699,D.A.R.E helps kids learn about drug use,1,1
569,The D.A.R.E. program is good for America's kids (K-12),4311,D.A.R.E. improves decision making and attitudes toward drug use.,24700,D.A.R.E. is a good way to educate kids about drug use,2,0
569,The D.A.R.E. program is good for America's kids (K-12),4312,"D.A.R.E. improves social interaction between police officers, students, and schools. ",24701,"D.A.R.E. improves relations between kids, school, and law enforcement",1,0
569,The D.A.R.E. program is good for America's kids (K-12),4312,"D.A.R.E. improves social interaction between police officers, students, and schools. ",24702,"With D.A.R.E. there is more trust between kids, schools, and the police",1,0
569,The D.A.R.E. program is good for America's kids (K-12),4313,D.A.R.E. is popular with kids and parents.,24703,D.A.R.E appeals to both kids and their parents,1,1
569,The D.A.R.E. program is good for America's kids (K-12),4313,D.A.R.E. is popular with kids and parents.,24704,Both children and their parents alike support D.A.R.E.,2,0
393,Arming the police is a good idea,2927,Arming the police does not deal with the causes underlying violence,23429,"Just because police have weapons, it doesn't mean the main issues of violence are being dealt with.",1,0
393,Arming the police is a good idea,2927,Arming the police does not deal with the causes underlying violence,23430,arming police will not help,1,0
393,Arming the police is a good idea,2927,Arming the police does not deal with the causes underlying violence,23431,arming police will not help violence,1,0
393,Arming the police is a good idea,2927,Arming the police does not deal with the causes underlying violence,23428,The underlying causes of violence are not addressed by arming the police.,0,1
394,Place Cameras in Courtrooms to Televise Court Cases,2931,"This turns court cases into entertainment, rather than legitimate legal proceedings.",23432,The legitimacy of the legal proceedings is compromised and becomes just entertainment.,1,0
394,Place Cameras in Courtrooms to Televise Court Cases,2931,"This turns court cases into entertainment, rather than legitimate legal proceedings.",23433,People are entertained and the legal proceedings lose their legitimacy.,1,0
394,Place Cameras in Courtrooms to Televise Court Cases,2931,"This turns court cases into entertainment, rather than legitimate legal proceedings.",23434,this will turn a court case into a circus,1,0
394,Place Cameras in Courtrooms to Televise Court Cases,2931,"This turns court cases into entertainment, rather than legitimate legal proceedings.",23435,court cases will be turned into circuses,1,0
395,The United Nations has a responsibility to protect.,2935,The United Nations has a responsibility to prevent genocide and mass atrocities.,23436,Genocide and mass atrocity prevention should be the responsibility of the United Nations.,1,0
395,The United Nations has a responsibility to protect.,2935,The United Nations has a responsibility to prevent genocide and mass atrocities.,23437,It should be the United Nations job to prevent such things as mass atrocities and genocide.,1,0
395,The United Nations has a responsibility to protect.,2935,The United Nations has a responsibility to prevent genocide and mass atrocities.,23438,the UN should prevent genocide,1,0
395,The United Nations has a responsibility to protect.,2935,The United Nations has a responsibility to prevent genocide and mass atrocities.,23439,The UN needs to prevent mass atrocities,1,0
395,The United Nations has a responsibility to protect.,2936,A strong United Nations commitment to the Right to Protect will create an effective deterrent to future atrocities.,23440,The Right to Protect promoted by the United Nations would lessen future atrocities.,1,0
395,The United Nations has a responsibility to protect.,2936,A strong United Nations commitment to the Right to Protect will create an effective deterrent to future atrocities.,23441,Future atrocities would be deterred if the United Nations took a strong commitment to the Right to Protect.,1,0
395,The United Nations has a responsibility to protect.,2936,A strong United Nations commitment to the Right to Protect will create an effective deterrent to future atrocities.,23443,a strong UN can help get rid of atrocities,1,0
395,The United Nations has a responsibility to protect.,2936,A strong United Nations commitment to the Right to Protect will create an effective deterrent to future atrocities.,23442,a strong UN committed to the right to protect is good,0,1
395,The United Nations has a responsibility to protect.,2940,Blanket commitment creates a slippery slope of when to intervene.,23444,It becomes a difficult situation as to when interfere.,1,0
395,The United Nations has a responsibility to protect.,2940,Blanket commitment creates a slippery slope of when to intervene.,23445,"A slippery slope is created with a blanket commitment, it is unknown as to when they should intervene.",1,0
395,The United Nations has a responsibility to protect.,2940,Blanket commitment creates a slippery slope of when to intervene.,23446,Blanket commitment makes a slippery slope of when to intervene,1,0
395,The United Nations has a responsibility to protect.,2940,Blanket commitment creates a slippery slope of when to intervene.,23447,blanket commitment makes for a slippery slope,1,0
396,Sanctions should be used to promote democracy,2948,Sanctions are ineffective because they hurt ordinary people more than leadership.,23448,Sanctions do not harm the right people.,1,0
396,Sanctions should be used to promote democracy,2948,Sanctions are ineffective because they hurt ordinary people more than leadership.,23449,Sanctions hurt common citizens more than government leaders.,0,1
396,Sanctions should be used to promote democracy,2950,Sanctions are ineffective because they can be counterproductive.,23450,Sanctions cause more harm than good.,1,0
396,Sanctions should be used to promote democracy,2950,Sanctions are ineffective because they can be counterproductive.,23451,Sanctions can backfire.,1,0
397,Abolish the security council veto,2956,"The veto power was granted legally to the P5 by the other participating states, and therefore the P5 have a right to those powers.",23452,It is appropriate for the veto power to remain in place.,1,0
397,Abolish the security council veto,2956,"The veto power was granted legally to the P5 by the other participating states, and therefore the P5 have a right to those powers.",23453,The right to veto was granted to the P5 through legal means.,0,1
235,We should directly elect city mayors,1735,Mayors would result in too much centralisation of power.,22471,Too much centralisation of power is a disadvantage of mayors.,1,0
235,We should directly elect city mayors,1735,Mayors would result in too much centralisation of power.,22472,The election of mayors results in the power of a city becoming too centralized.,1,0
235,We should directly elect city mayors,1737,Mayors will come at a cost,22473,Electing mayors undoubtebly comes at a cost.,1,0
235,We should directly elect city mayors,1737,Mayors will come at a cost,22474,There are many negatives to directly electing a city mayor.,1,0
236,Abolish the Superdelegate System for Democratic Party Conventions,1739,"One person, one vote is a basic principal of democracy when the vote of one person is worth 10,000 time as much as that of another is simply undemocratic",22475,All votes should be equal.,1,0
236,Abolish the Superdelegate System for Democratic Party Conventions,1739,"One person, one vote is a basic principal of democracy when the vote of one person is worth 10,000 time as much as that of another is simply undemocratic",22476,It is not democratic for some votes to be worth more than others.,1,0
237,Quebec should secede from Canada,1747,International Law Mandates Quebec be allowed Independence,22477,Quebec's independence is mandated by law.,1,0
237,Quebec should secede from Canada,1747,International Law Mandates Quebec be allowed Independence,22478,Quebec must have their independence approved by International Law.,0,1
238,Opinion polls harm the democratic process,1759,Opinion polls provide useful information to politicians.,22479,Politicians can rely on opinion polls.,1,0
238,Opinion polls harm the democratic process,1759,Opinion polls provide useful information to politicians.,22480,One way that politicians learn about the public is through opinion polls.,1,0
239,Recognise Kosovo as an independent state,1760,The people of Kosovo are distinct from their neighbours,22481,Kosovo residents are unique.,1,0
239,Recognise Kosovo as an independent state,1760,The people of Kosovo are distinct from their neighbours,22482,Those in Kosovo are completely different from neighboring regions.,0,1
239,Recognise Kosovo as an independent state,1764,An independent Kosovo is not a viable state,22483,Kosovo would not work as a state.,1,0
239,Recognise Kosovo as an independent state,1764,An independent Kosovo is not a viable state,22484,Independence is not a good idea for Kosovo as it would fail.,0,1
239,Recognise Kosovo as an independent state,1766,The UN charter is against it.,22487,The UN charter is against recognizing Kosovo as a sovereign nation.,1,0
239,Recognise Kosovo as an independent state,1766,The UN charter is against it.,22488,The UN charter does not want to consider Kosovo an independent state.,1,0
239,Recognise Kosovo as an independent state,1766,The UN charter is against it.,22485,UN member nations must support the UN in it's opposition to recognizing Kosovo's independence.,0,1
239,Recognise Kosovo as an independent state,1766,The UN charter is against it.,22486,Kosovo has not yet achieved its independence.,0,1
578,College education is worth it,4509,Colleges provide networking value.,24885,Attending college is a great way to network.,1,0
578,College education is worth it,4509,Colleges provide networking value.,24886,Going to college provides many opportunities to network.,1,0
578,College education is worth it,4510,College education has a high return as an investment.,24887,Gaining a college education is money well spent.,1,0
578,College education is worth it,4510,College education has a high return as an investment.,24888,Earning college education is always a worthwhile investment.,1,0
578,College education is worth it,4511,College exposes students to diverse people and ideas.,24889,One of the benefits of a college education is the exposure it provides to a multitude of people and ideas.,1,0
578,College education is worth it,4511,College exposes students to diverse people and ideas.,24890,College exposes students to a wide  range of experiences and world perspectives.,1,0
578,College education is worth it,4512,Earning a college degree is a major life achievement.,24891,A college education is a significant accomplishment.,1,0
578,College education is worth it,4512,Earning a college degree is a major life achievement.,24892,One of the most important things that one can achieve in their lifetime is a college education.,1,0
578,College education is worth it,4515,Many college graduates are employed in jobs that do not require college degrees.,24893,Many people with college degrees find themselves working in positions in which their degrees are not a requirement.,1,0
578,College education is worth it,4515,Many college graduates are employed in jobs that do not require college degrees.,24894,More and more college educated people are accepting jobs for which they do not need a college education.,1,0
