claim,perspective,sup,und,ns,suporting (scaled),undermining (scaled),not sure (scaled),P_i ,Total ,id,source,title
202,1493,0,0,4,0.0,0.0,3.0,1.0,4,202,idebate,Intellectual migration (brain drain) is caused by a lack of belonging rather than a lack of opportunities
202,1499,0,0,4,0.0,0.0,3.0,1.0,4,202,idebate,Intellectual migration (brain drain) is caused by a lack of belonging rather than a lack of opportunities
202,1496,4,0,0,3.0,0.0,0.0,1.0,4,202,idebate,Intellectual migration (brain drain) is caused by a lack of belonging rather than a lack of opportunities
202,1497,0,4,0,0.0,3.0,0.0,1.0,4,202,idebate,Intellectual migration (brain drain) is caused by a lack of belonging rather than a lack of opportunities
202,1495,1,0,3,0.75,0.0,2.25,0.4375,4,202,idebate,Intellectual migration (brain drain) is caused by a lack of belonging rather than a lack of opportunities
202,1498,0,3,1,0.0,2.25,0.75,0.4375,4,202,idebate,Intellectual migration (brain drain) is caused by a lack of belonging rather than a lack of opportunities
202,1492,3,0,1,2.25,0.0,0.75,0.4375,4,202,idebate,Intellectual migration (brain drain) is caused by a lack of belonging rather than a lack of opportunities
202,1494,3,0,1,2.25,0.0,0.75,0.4375,4,202,idebate,Intellectual migration (brain drain) is caused by a lack of belonging rather than a lack of opportunities
203,1504,0,4,0,0.0,3.0,0.0,1.0,4,203,idebate,Cut aid to African states that criminalise homosexuality
203,1505,0,0,4,0.0,0.0,3.0,1.0,4,203,idebate,Cut aid to African states that criminalise homosexuality
203,1501,3,0,1,2.25,0.0,0.75,0.4375,4,203,idebate,Cut aid to African states that criminalise homosexuality
203,1500,3,0,1,2.25,0.0,0.75,0.4375,4,203,idebate,Cut aid to African states that criminalise homosexuality
204,1508,4,0,0,3.0,0.0,0.0,1.0,4,204,idebate,We must enable free movement of labour across Africa to alleviate poverty disparities.
204,1506,4,0,0,3.0,0.0,0.0,1.0,4,204,idebate,We must enable free movement of labour across Africa to alleviate poverty disparities.
204,1510,4,0,0,3.0,0.0,0.0,1.0,4,204,idebate,We must enable free movement of labour across Africa to alleviate poverty disparities.
204,1512,0,1,3,0.0,0.75,2.25,0.4375,4,204,idebate,We must enable free movement of labour across Africa to alleviate poverty disparities.
204,1511,0,1,3,0.0,0.75,2.25,0.4375,4,204,idebate,We must enable free movement of labour across Africa to alleviate poverty disparities.
204,1513,0,3,1,0.0,2.25,0.75,0.4375,4,204,idebate,We must enable free movement of labour across Africa to alleviate poverty disparities.
204,1509,3,0,1,2.25,0.0,0.75,0.4375,4,204,idebate,We must enable free movement of labour across Africa to alleviate poverty disparities.
205,1516,0,0,3,0.0,0.0,3.0,1.0,3,205,idebate,African cities need to invest more in housing to replace slums
205,1518,0,0,3,0.0,0.0,3.0,1.0,3,205,idebate,African cities need to invest more in housing to replace slums
226,1678,0,3,0,0.0,3.0,0.0,1.0,3,226,idebate,"Film stars, music stars and other popular entertainers should not be participating in party-political campaigns"
226,1673,3,0,0,3.0,0.0,0.0,1.0,3,226,idebate,"Film stars, music stars and other popular entertainers should not be participating in party-political campaigns"
226,1676,0,3,0,0.0,3.0,0.0,1.0,3,226,idebate,"Film stars, music stars and other popular entertainers should not be participating in party-political campaigns"
226,1674,3,0,0,3.0,0.0,0.0,1.0,3,226,idebate,"Film stars, music stars and other popular entertainers should not be participating in party-political campaigns"
227,1681,0,3,0,0.0,3.0,0.0,1.0,3,227,idebate,Should the U.S. Government continue to spend at current levels even if it means raising taxes
227,1679,3,0,0,3.0,0.0,0.0,1.0,3,227,idebate,Should the U.S. Government continue to spend at current levels even if it means raising taxes
228,1686,3,0,0,3.0,0.0,0.0,1.0,3,228,idebate,We must let Catalan hold an independence referendum
228,1683,3,0,0,3.0,0.0,0.0,1.0,3,228,idebate,We must let Catalan hold an independence referendum
228,1688,0,3,0,0.0,3.0,0.0,1.0,3,228,idebate,We must let Catalan hold an independence referendum
228,1687,0,3,0,0.0,3.0,0.0,1.0,3,228,idebate,We must let Catalan hold an independence referendum
229,1695,0,3,0,0.0,3.0,0.0,1.0,3,229,idebate,It is worth voting
229,1697,0,3,0,0.0,3.0,0.0,1.0,3,229,idebate,It is worth voting
229,1690,3,0,0,3.0,0.0,0.0,1.0,3,229,idebate,It is worth voting
229,1694,3,0,0,3.0,0.0,0.0,1.0,3,229,idebate,It is worth voting
229,1696,0,3,0,0.0,3.0,0.0,1.0,3,229,idebate,It is worth voting
229,1693,3,0,0,3.0,0.0,0.0,1.0,3,229,idebate,It is worth voting
232,1717,0,3,0,0.0,3.0,0.0,1.0,3,232,idebate,We support the New START Treaty
232,1712,3,0,0,3.0,0.0,0.0,1.0,3,232,idebate,We support the New START Treaty
232,1715,0,3,0,0.0,3.0,0.0,1.0,3,232,idebate,We support the New START Treaty
232,1713,3,0,0,3.0,0.0,0.0,1.0,3,232,idebate,We support the New START Treaty
232,1716,0,3,0,0.0,3.0,0.0,1.0,3,232,idebate,We support the New START Treaty
234,1730,0,3,0,0.0,3.0,0.0,1.0,3,234,idebate,Puerto Rico should seek American statehood
234,1729,0,3,0,0.0,3.0,0.0,1.0,3,234,idebate,Puerto Rico should seek American statehood
234,1725,3,0,0,3.0,0.0,0.0,1.0,3,234,idebate,Puerto Rico should seek American statehood
234,1726,3,0,0,3.0,0.0,0.0,1.0,3,234,idebate,Puerto Rico should seek American statehood
235,1732,4,0,0,3.0,0.0,0.0,1.0,4,235,idebate,We should directly elect city mayors
235,1734,4,0,0,3.0,0.0,0.0,1.0,4,235,idebate,We should directly elect city mayors
235,1733,4,0,0,3.0,0.0,0.0,1.0,4,235,idebate,We should directly elect city mayors
235,1731,4,0,0,3.0,0.0,0.0,1.0,4,235,idebate,We should directly elect city mayors
235,1735,0,4,0,0.0,3.0,0.0,1.0,4,235,idebate,We should directly elect city mayors
235,1737,0,3,1,0.0,2.25,0.75,0.4375,4,235,idebate,We should directly elect city mayors
235,1738,1,3,0,0.75,2.25,0.0,0.4375,4,235,idebate,We should directly elect city mayors
256,1891,0,4,0,0.0,3.0,0.0,1.0,4,256,idebate,The use of atomic bombs against Hiroshima and Nagasaki was justified
256,1887,4,0,0,3.0,0.0,0.0,1.0,4,256,idebate,The use of atomic bombs against Hiroshima and Nagasaki was justified
256,1886,3,1,0,2.25,0.75,0.0,0.4375,4,256,idebate,The use of atomic bombs against Hiroshima and Nagasaki was justified
256,1889,1,3,0,0.75,2.25,0.0,0.4375,4,256,idebate,The use of atomic bombs against Hiroshima and Nagasaki was justified
256,1888,3,0,1,2.25,0.0,0.75,0.4375,4,256,idebate,The use of atomic bombs against Hiroshima and Nagasaki was justified
256,1890,0,3,1,0.0,2.25,0.75,0.4375,4,256,idebate,The use of atomic bombs against Hiroshima and Nagasaki was justified
246,1815,4,0,0,3.0,0.0,0.0,1.0,4,246,idebate,The northern Ireland would be better off if united with the Republic of Ireland
246,1820,0,4,0,0.0,3.0,0.0,1.0,4,246,idebate,The northern Ireland would be better off if united with the Republic of Ireland
246,1816,3,1,0,2.25,0.75,0.0,0.4375,4,246,idebate,The northern Ireland would be better off if united with the Republic of Ireland
246,1819,1,3,0,0.75,2.25,0.0,0.4375,4,246,idebate,The northern Ireland would be better off if united with the Republic of Ireland
246,1813,3,1,0,2.25,0.75,0.0,0.4375,4,246,idebate,The northern Ireland would be better off if united with the Republic of Ireland
306,2270,3,0,0,3.0,0.0,0.0,1.0,3,306,idebate,Important decisions about children’s health should be made by medical professionals and not by their parents
326,2419,4,0,0,3.0,0.0,0.0,1.0,4,326,idebate,Throw Russia out of the G8
326,2425,0,4,0,0.0,3.0,0.0,1.0,4,326,idebate,Throw Russia out of the G8
326,2420,4,0,0,3.0,0.0,0.0,1.0,4,326,idebate,Throw Russia out of the G8
326,2426,0,4,0,0.0,3.0,0.0,1.0,4,326,idebate,Throw Russia out of the G8
326,2422,3,0,1,2.25,0.0,0.75,0.4375,4,326,idebate,Throw Russia out of the G8
326,2421,3,0,1,2.25,0.0,0.75,0.4375,4,326,idebate,Throw Russia out of the G8
326,2423,0,3,1,0.0,2.25,0.75,0.4375,4,326,idebate,Throw Russia out of the G8
396,2943,4,0,0,3.0,0.0,0.0,1.0,4,396,idebate,Sanctions should be used to promote democracy
396,2944,4,0,0,3.0,0.0,0.0,1.0,4,396,idebate,Sanctions should be used to promote democracy
396,2948,0,4,0,0.0,3.0,0.0,1.0,4,396,idebate,Sanctions should be used to promote democracy
396,2950,0,4,0,0.0,3.0,0.0,1.0,4,396,idebate,Sanctions should be used to promote democracy
396,2949,0,4,0,0.0,3.0,0.0,1.0,4,396,idebate,Sanctions should be used to promote democracy
396,2946,3,1,0,2.25,0.75,0.0,0.4375,4,396,idebate,Sanctions should be used to promote democracy
396,2945,3,0,1,2.25,0.0,0.75,0.4375,4,396,idebate,Sanctions should be used to promote democracy
396,2947,1,3,0,0.75,2.25,0.0,0.4375,4,396,idebate,Sanctions should be used to promote democracy
276,2039,3,0,0,3.0,0.0,0.0,1.0,3,276,idebate,There must be a single European Union army
276,2044,0,3,0,0.0,3.0,0.0,1.0,3,276,idebate,There must be a single European Union army
276,2043,0,3,0,0.0,3.0,0.0,1.0,3,276,idebate,There must be a single European Union army
276,2036,3,0,0,3.0,0.0,0.0,1.0,3,276,idebate,There must be a single European Union army
276,2040,0,0,3,0.0,0.0,3.0,1.0,3,276,idebate,There must be a single European Union army
276,2035,3,0,0,3.0,0.0,0.0,1.0,3,276,idebate,There must be a single European Union army
276,2042,0,3,0,0.0,3.0,0.0,1.0,3,276,idebate,There must be a single European Union army
276,2038,3,0,0,3.0,0.0,0.0,1.0,3,276,idebate,There must be a single European Union army
276,2041,0,0,3,0.0,0.0,3.0,1.0,3,276,idebate,There must be a single European Union army
267,1965,0,4,0,0.0,3.0,0.0,1.0,4,267,idebate,The U.S. Should Ban The Use of Cluster Bombs
267,1966,1,3,0,0.75,2.25,0.0,0.4375,4,267,idebate,The U.S. Should Ban The Use of Cluster Bombs
267,1967,3,1,0,2.25,0.75,0.0,0.4375,4,267,idebate,The U.S. Should Ban The Use of Cluster Bombs
267,1963,3,0,1,2.25,0.0,0.75,0.4375,4,267,idebate,The U.S. Should Ban The Use of Cluster Bombs
267,1962,3,1,0,2.25,0.75,0.0,0.4375,4,267,idebate,The U.S. Should Ban The Use of Cluster Bombs
366,2729,0,0,3,0.0,0.0,3.0,1.0,3,366,idebate,The death penalty for the worst of the worst
366,2724,3,0,0,3.0,0.0,0.0,1.0,3,366,idebate,The death penalty for the worst of the worst
366,2727,0,3,0,0.0,3.0,0.0,1.0,3,366,idebate,The death penalty for the worst of the worst
247,1824,0,4,0,0.0,3.0,0.0,1.0,4,247,idebate,Abolish all collective bargaining rights claimed by trades unions
247,1825,1,3,0,0.75,2.25,0.0,0.4375,4,247,idebate,Abolish all collective bargaining rights claimed by trades unions
247,1822,3,1,0,2.25,0.75,0.0,0.4375,4,247,idebate,Abolish all collective bargaining rights claimed by trades unions
247,1821,3,1,0,2.25,0.75,0.0,0.4375,4,247,idebate,Abolish all collective bargaining rights claimed by trades unions
247,1823,3,1,0,2.25,0.75,0.0,0.4375,4,247,idebate,Abolish all collective bargaining rights claimed by trades unions
516,3823,0,3,0,0.0,3.0,0.0,1.0,3,516,idebate,Build a third Heathrow runway to maintain its position as a hub airport
516,3824,0,3,0,0.0,3.0,0.0,1.0,3,516,idebate,Build a third Heathrow runway to maintain its position as a hub airport
516,3820,3,0,0,3.0,0.0,0.0,1.0,3,516,idebate,Build a third Heathrow runway to maintain its position as a hub airport
516,3825,0,3,0,0.0,3.0,0.0,1.0,3,516,idebate,Build a third Heathrow runway to maintain its position as a hub airport
516,3821,3,0,0,3.0,0.0,0.0,1.0,3,516,idebate,Build a third Heathrow runway to maintain its position as a hub airport
248,1827,4,0,0,3.0,0.0,0.0,1.0,4,248,idebate,We must support the use of truth and reconciliation commissions
248,1830,0,4,0,0.0,3.0,0.0,1.0,4,248,idebate,We must support the use of truth and reconciliation commissions
248,1828,3,0,1,2.25,0.0,0.75,0.4375,4,248,idebate,We must support the use of truth and reconciliation commissions
248,1831,1,3,0,0.75,2.25,0.0,0.4375,4,248,idebate,We must support the use of truth and reconciliation commissions
277,2047,0,3,0,0.0,3.0,0.0,1.0,3,277,idebate,The West should invade Syria
277,2046,3,0,0,3.0,0.0,0.0,1.0,3,277,idebate,The West should invade Syria
277,2048,0,3,0,0.0,3.0,0.0,1.0,3,277,idebate,The West should invade Syria
377,2801,0,0,3,0.0,0.0,3.0,1.0,3,377,idebate,Social deprivation causes crime
377,2804,0,3,0,0.0,3.0,0.0,1.0,3,377,idebate,Social deprivation causes crime
327,2427,4,0,0,3.0,0.0,0.0,1.0,4,327,idebate,It is a good idea to lease Crimea to Russia
327,2433,0,4,0,0.0,3.0,0.0,1.0,4,327,idebate,It is a good idea to lease Crimea to Russia
327,2429,4,0,0,3.0,0.0,0.0,1.0,4,327,idebate,It is a good idea to lease Crimea to Russia
327,2434,0,4,0,0.0,3.0,0.0,1.0,4,327,idebate,It is a good idea to lease Crimea to Russia
327,2428,1,0,3,0.75,0.0,2.25,0.4375,4,327,idebate,It is a good idea to lease Crimea to Russia
327,2432,0,3,1,0.0,2.25,0.75,0.4375,4,327,idebate,It is a good idea to lease Crimea to Russia
327,2431,0,3,1,0.0,2.25,0.75,0.4375,4,327,idebate,It is a good idea to lease Crimea to Russia
486,3615,0,4,0,0.0,3.0,0.0,1.0,4,486,idebate,African borders must be redefined to reflect ethnic groups
486,3610,4,0,0,3.0,0.0,0.0,1.0,4,486,idebate,African borders must be redefined to reflect ethnic groups
486,3611,4,0,0,3.0,0.0,0.0,1.0,4,486,idebate,African borders must be redefined to reflect ethnic groups
486,3612,0,4,0,0.0,3.0,0.0,1.0,4,486,idebate,African borders must be redefined to reflect ethnic groups
486,3609,3,0,1,2.25,0.0,0.75,0.4375,4,486,idebate,African borders must be redefined to reflect ethnic groups
486,3607,3,0,1,2.25,0.0,0.75,0.4375,4,486,idebate,African borders must be redefined to reflect ethnic groups
486,3614,0,3,1,0.0,2.25,0.75,0.4375,4,486,idebate,African borders must be redefined to reflect ethnic groups
486,3613,0,3,1,0.0,2.25,0.75,0.4375,4,486,idebate,African borders must be redefined to reflect ethnic groups
526,3889,0,3,0,0.0,3.0,0.0,1.0,3,526,idebate,‘The Spear’ should have remained on public display.
367,2735,3,0,0,3.0,0.0,0.0,1.0,3,367,idebate,Government should be required to obtain warrants to access data that can be used to track an individual
367,2732,0,3,0,0.0,3.0,0.0,1.0,3,367,idebate,Government should be required to obtain warrants to access data that can be used to track an individual
367,2736,0,0,3,0.0,0.0,3.0,1.0,3,367,idebate,Government should be required to obtain warrants to access data that can be used to track an individual
397,2951,4,0,0,3.0,0.0,0.0,1.0,4,397,idebate,Abolish the security council veto
397,2953,4,0,0,3.0,0.0,0.0,1.0,4,397,idebate,Abolish the security council veto
397,2959,0,4,0,0.0,3.0,0.0,1.0,4,397,idebate,Abolish the security council veto
397,2952,3,1,0,2.25,0.75,0.0,0.4375,4,397,idebate,Abolish the security council veto
397,2956,1,3,0,0.75,2.25,0.0,0.4375,4,397,idebate,Abolish the security council veto
397,2957,1,3,0,0.75,2.25,0.0,0.4375,4,397,idebate,Abolish the security council veto
346,2577,0,3,0,0.0,3.0,0.0,1.0,3,346,idebate,US must get rid of the double jeopardy rule
346,2578,0,3,0,0.0,3.0,0.0,1.0,3,346,idebate,US must get rid of the double jeopardy rule
258,1905,0,4,0,0.0,3.0,0.0,1.0,4,258,idebate,Abolish the monarchy.
258,1902,3,0,1,2.25,0.0,0.75,0.4375,4,258,idebate,Abolish the monarchy.
258,1904,1,3,0,0.75,2.25,0.0,0.4375,4,258,idebate,Abolish the monarchy.
258,1898,3,0,1,2.25,0.0,0.75,0.4375,4,258,idebate,Abolish the monarchy.
258,1900,3,1,0,2.25,0.75,0.0,0.4375,4,258,idebate,Abolish the monarchy.
258,1899,3,1,0,2.25,0.75,0.0,0.4375,4,258,idebate,Abolish the monarchy.
416,3097,3,0,0,3.0,0.0,0.0,1.0,3,416,idebate,The EU should abandon the Common Agricultural Policy
466,3469,3,0,0,3.0,0.0,0.0,1.0,3,466,idebate,Multiple Vaccines Safe
466,3470,3,0,0,3.0,0.0,0.0,1.0,3,466,idebate,Multiple Vaccines Safe
466,3472,0,3,0,0.0,3.0,0.0,1.0,3,466,idebate,Multiple Vaccines Safe
466,3468,3,0,0,3.0,0.0,0.0,1.0,3,466,idebate,Multiple Vaccines Safe
466,3471,0,3,0,0.0,3.0,0.0,1.0,3,466,idebate,Multiple Vaccines Safe
249,1835,4,0,0,3.0,0.0,0.0,1.0,4,249,idebate,We must ban negative advertising in political campaigns
249,1832,4,0,0,3.0,0.0,0.0,1.0,4,249,idebate,We must ban negative advertising in political campaigns
249,1834,3,1,0,2.25,0.75,0.0,0.4375,4,249,idebate,We must ban negative advertising in political campaigns
179,1332,4,0,0,3.0,0.0,0.0,1.0,4,179,idebate,(as a Christian Church) allow the ordination of gay and lesbian priests
179,1335,0,4,0,0.0,3.0,0.0,1.0,4,179,idebate,(as a Christian Church) allow the ordination of gay and lesbian priests
179,1333,0,4,0,0.0,3.0,0.0,1.0,4,179,idebate,(as a Christian Church) allow the ordination of gay and lesbian priests
179,1334,0,4,0,0.0,3.0,0.0,1.0,4,179,idebate,(as a Christian Church) allow the ordination of gay and lesbian priests
179,1329,4,0,0,3.0,0.0,0.0,1.0,4,179,idebate,(as a Christian Church) allow the ordination of gay and lesbian priests
179,1331,1,0,3,0.75,0.0,2.25,0.4375,4,179,idebate,(as a Christian Church) allow the ordination of gay and lesbian priests
179,1330,3,0,1,2.25,0.0,0.75,0.4375,4,179,idebate,(as a Christian Church) allow the ordination of gay and lesbian priests
269,1980,0,4,0,0.0,3.0,0.0,1.0,4,269,idebate,"We must be a libertarian; right or left, right or wrong"
269,1979,0,3,1,0.0,2.25,0.75,0.4375,4,269,idebate,"We must be a libertarian; right or left, right or wrong"
269,1977,3,1,0,2.25,0.75,0.0,0.4375,4,269,idebate,"We must be a libertarian; right or left, right or wrong"
406,3031,0,4,0,0.0,3.0,0.0,1.0,4,406,idebate,The integration of Africa through the African Union can succeed
406,3030,0,4,0,0.0,3.0,0.0,1.0,4,406,idebate,The integration of Africa through the African Union can succeed
406,3026,4,0,0,3.0,0.0,0.0,1.0,4,406,idebate,The integration of Africa through the African Union can succeed
406,3032,1,3,0,0.75,2.25,0.0,0.4375,4,406,idebate,The integration of Africa through the African Union can succeed
406,3028,3,1,0,2.25,0.75,0.0,0.4375,4,406,idebate,The integration of Africa through the African Union can succeed
406,3027,3,1,0,2.25,0.75,0.0,0.4375,4,406,idebate,The integration of Africa through the African Union can succeed
307,2274,3,0,0,3.0,0.0,0.0,1.0,3,307,idebate,Kill One to Save Many
307,2279,0,3,0,0.0,3.0,0.0,1.0,3,307,idebate,Kill One to Save Many
307,2273,3,0,0,3.0,0.0,0.0,1.0,3,307,idebate,Kill One to Save Many
307,2276,0,3,0,0.0,3.0,0.0,1.0,3,307,idebate,Kill One to Save Many
307,2272,3,0,0,3.0,0.0,0.0,1.0,3,307,idebate,Kill One to Save Many
487,3619,0,4,0,0.0,3.0,0.0,1.0,4,487,idebate,A permanent UNSC seat with veto power must be reserved to an African country
487,3616,4,0,0,3.0,0.0,0.0,1.0,4,487,idebate,A permanent UNSC seat with veto power must be reserved to an African country
487,3618,3,1,0,2.25,0.75,0.0,0.4375,4,487,idebate,A permanent UNSC seat with veto power must be reserved to an African country
487,3620,0,1,3,0.0,0.75,2.25,0.4375,4,487,idebate,A permanent UNSC seat with veto power must be reserved to an African country
487,3617,3,0,1,2.25,0.0,0.75,0.4375,4,487,idebate,A permanent UNSC seat with veto power must be reserved to an African country
487,3622,0,1,3,0.0,0.75,2.25,0.4375,4,487,idebate,A permanent UNSC seat with veto power must be reserved to an African country
378,2806,3,0,0,3.0,0.0,0.0,1.0,3,378,idebate,A legal qualification is worth the cost
368,2739,3,0,0,3.0,0.0,0.0,1.0,3,368,idebate,Immunity for head of state is a good idea
278,2057,0,3,0,0.0,3.0,0.0,1.0,3,278,idebate,There can be such a thing as a Just War
278,2051,0,0,3,0.0,0.0,3.0,1.0,3,278,idebate,There can be such a thing as a Just War
278,2054,0,0,3,0.0,0.0,3.0,1.0,3,278,idebate,There can be such a thing as a Just War
278,2056,0,3,0,0.0,3.0,0.0,1.0,3,278,idebate,There can be such a thing as a Just War
278,2055,0,3,0,0.0,3.0,0.0,1.0,3,278,idebate,There can be such a thing as a Just War
278,2053,0,0,3,0.0,0.0,3.0,1.0,3,278,idebate,There can be such a thing as a Just War
398,2963,4,0,0,3.0,0.0,0.0,1.0,4,398,idebate,Long term cooperation between Russia and the United States is possible.
398,2962,4,0,0,3.0,0.0,0.0,1.0,4,398,idebate,Long term cooperation between Russia and the United States is possible.
398,2960,4,0,0,3.0,0.0,0.0,1.0,4,398,idebate,Long term cooperation between Russia and the United States is possible.
398,2964,0,4,0,0.0,3.0,0.0,1.0,4,398,idebate,Long term cooperation between Russia and the United States is possible.
398,2961,4,0,0,3.0,0.0,0.0,1.0,4,398,idebate,Long term cooperation between Russia and the United States is possible.
398,2965,0,4,0,0.0,3.0,0.0,1.0,4,398,idebate,Long term cooperation between Russia and the United States is possible.
398,2968,1,3,0,0.75,2.25,0.0,0.4375,4,398,idebate,Long term cooperation between Russia and the United States is possible.
398,2966,1,0,3,0.75,0.0,2.25,0.4375,4,398,idebate,Long term cooperation between Russia and the United States is possible.
398,2967,0,3,1,0.0,2.25,0.75,0.4375,4,398,idebate,Long term cooperation between Russia and the United States is possible.
328,2440,0,4,0,0.0,3.0,0.0,1.0,4,328,idebate,The African Union can meet its pledge to end all war on the continent by 2020
328,2442,0,4,0,0.0,3.0,0.0,1.0,4,328,idebate,The African Union can meet its pledge to end all war on the continent by 2020
328,2439,0,4,0,0.0,3.0,0.0,1.0,4,328,idebate,The African Union can meet its pledge to end all war on the continent by 2020
328,2436,4,0,0,3.0,0.0,0.0,1.0,4,328,idebate,The African Union can meet its pledge to end all war on the continent by 2020
328,2441,0,4,0,0.0,3.0,0.0,1.0,4,328,idebate,The African Union can meet its pledge to end all war on the continent by 2020
328,2438,3,1,0,2.25,0.75,0.0,0.4375,4,328,idebate,The African Union can meet its pledge to end all war on the continent by 2020
328,2435,1,0,3,0.75,0.0,2.25,0.4375,4,328,idebate,The African Union can meet its pledge to end all war on the continent by 2020
328,2437,3,0,1,2.25,0.0,0.75,0.4375,4,328,idebate,The African Union can meet its pledge to end all war on the continent by 2020
379,2816,3,0,0,3.0,0.0,0.0,1.0,3,379,idebate,It is fine to do random drug-testing in schools
379,2817,0,3,0,0.0,3.0,0.0,1.0,3,379,idebate,It is fine to do random drug-testing in schools
407,3035,4,0,0,3.0,0.0,0.0,1.0,4,407,idebate,We should give cash to the poor to reduce poverty
407,3033,4,0,0,3.0,0.0,0.0,1.0,4,407,idebate,We should give cash to the poor to reduce poverty
407,3038,0,4,0,0.0,3.0,0.0,1.0,4,407,idebate,We should give cash to the poor to reduce poverty
407,3039,1,3,0,0.75,2.25,0.0,0.4375,4,407,idebate,We should give cash to the poor to reduce poverty
407,3036,3,1,0,2.25,0.75,0.0,0.4375,4,407,idebate,We should give cash to the poor to reduce poverty
407,3037,0,3,1,0.0,2.25,0.75,0.4375,4,407,idebate,We should give cash to the poor to reduce poverty
467,3478,0,3,0,0.0,3.0,0.0,1.0,3,467,idebate,Ban alcohol
467,3474,3,0,0,3.0,0.0,0.0,1.0,3,467,idebate,Ban alcohol
467,3477,0,3,0,0.0,3.0,0.0,1.0,3,467,idebate,Ban alcohol
467,3476,3,0,0,3.0,0.0,0.0,1.0,3,467,idebate,Ban alcohol
467,3480,0,3,0,0.0,3.0,0.0,1.0,3,467,idebate,Ban alcohol
467,3475,3,0,0,3.0,0.0,0.0,1.0,3,467,idebate,Ban alcohol
286,2114,4,0,0,3.0,0.0,0.0,1.0,4,286,idebate,Voting should become compulsory
286,2119,0,4,0,0.0,3.0,0.0,1.0,4,286,idebate,Voting should become compulsory
286,2116,3,1,0,2.25,0.75,0.0,0.4375,4,286,idebate,Voting should become compulsory
286,2113,3,0,1,2.25,0.0,0.75,0.4375,4,286,idebate,Voting should become compulsory
546,4016,3,0,0,3.0,0.0,0.0,1.0,3,546,idebate,Institute a mandatory retirement age
496,3675,0,3,0,0.0,3.0,0.0,1.0,3,496,idebate,Adaptation should be the most urgent response to Climate Change
496,3678,0,3,0,0.0,3.0,0.0,1.0,3,496,idebate,Adaptation should be the most urgent response to Climate Change
446,3329,3,0,0,3.0,0.0,0.0,1.0,3,446,idebate,We should provide access to microfinance for the ‘unbanked’
446,3328,3,0,0,3.0,0.0,0.0,1.0,3,446,idebate,We should provide access to microfinance for the ‘unbanked’
446,3332,0,0,3,0.0,0.0,3.0,1.0,3,446,idebate,We should provide access to microfinance for the ‘unbanked’
488,3624,4,0,0,3.0,0.0,0.0,1.0,4,488,idebate,Legalize sex work in order to make controls more feasible and effective to combat HIV/AIDS
488,3625,4,0,0,3.0,0.0,0.0,1.0,4,488,idebate,Legalize sex work in order to make controls more feasible and effective to combat HIV/AIDS
488,3623,4,0,0,3.0,0.0,0.0,1.0,4,488,idebate,Legalize sex work in order to make controls more feasible and effective to combat HIV/AIDS
488,3626,3,0,1,2.25,0.0,0.75,0.4375,4,488,idebate,Legalize sex work in order to make controls more feasible and effective to combat HIV/AIDS
488,3630,1,3,0,0.75,2.25,0.0,0.4375,4,488,idebate,Legalize sex work in order to make controls more feasible and effective to combat HIV/AIDS
488,3627,1,0,3,0.75,0.0,2.25,0.4375,4,488,idebate,Legalize sex work in order to make controls more feasible and effective to combat HIV/AIDS
488,3628,3,0,1,2.25,0.0,0.75,0.4375,4,488,idebate,Legalize sex work in order to make controls more feasible and effective to combat HIV/AIDS
180,1340,3,0,0,3.0,0.0,0.0,1.0,3,180,idebate,Traditional university has to be replaced by online learning
180,1336,3,0,0,3.0,0.0,0.0,1.0,3,180,idebate,Traditional university has to be replaced by online learning
180,1338,3,0,0,3.0,0.0,0.0,1.0,3,180,idebate,Traditional university has to be replaced by online learning
180,1342,0,3,0,0.0,3.0,0.0,1.0,3,180,idebate,Traditional university has to be replaced by online learning
180,1343,0,3,0,0.0,3.0,0.0,1.0,3,180,idebate,Traditional university has to be replaced by online learning
180,1341,0,3,0,0.0,3.0,0.0,1.0,3,180,idebate,Traditional university has to be replaced by online learning
180,1344,0,3,0,0.0,3.0,0.0,1.0,3,180,idebate,Traditional university has to be replaced by online learning
180,1339,3,0,0,3.0,0.0,0.0,1.0,3,180,idebate,Traditional university has to be replaced by online learning
180,1337,3,0,0,3.0,0.0,0.0,1.0,3,180,idebate,Traditional university has to be replaced by online learning
357,2662,0,3,0,0.0,3.0,0.0,1.0,3,357,idebate,Create an African Criminal Court
347,2586,0,3,0,0.0,3.0,0.0,1.0,3,347,idebate,We should legalize drugs
347,2579,3,0,0,3.0,0.0,0.0,1.0,3,347,idebate,We should legalize drugs
347,2588,0,0,3,0.0,0.0,3.0,1.0,3,347,idebate,We should legalize drugs
347,2583,3,0,0,3.0,0.0,0.0,1.0,3,347,idebate,We should legalize drugs
347,2585,3,0,0,3.0,0.0,0.0,1.0,3,347,idebate,We should legalize drugs
347,2582,3,0,0,3.0,0.0,0.0,1.0,3,347,idebate,We should legalize drugs
347,2581,3,0,0,3.0,0.0,0.0,1.0,3,347,idebate,We should legalize drugs
369,2745,4,0,0,3.0,0.0,0.0,1.0,4,369,idebate,"Criminal trials should not be televised, and the ICC is no exception"
369,2748,0,3,1,0.0,2.25,0.75,0.4375,4,369,idebate,"Criminal trials should not be televised, and the ICC is no exception"
369,2746,3,1,0,2.25,0.75,0.0,0.4375,4,369,idebate,"Criminal trials should not be televised, and the ICC is no exception"
