perspective_id,evidence_id,evidence,perspective,sihao_label,daniel_label,Agreed,Adjudicated
504,500,"In any society, no matter how liberal, rights of every kind have limitations. Rights are general statements of principles that are then caveated and curtailed to fit the public interest across a range of circumstances. When an individual seeks elevation to public office, he or she must accept that the role they are applying for requires extra transparency. As the representative of the people, the politician is more than just the holder of a job appointed by the people, but is the elected servant, whose duty is to lead, including by example. It is a strange relationship, and it is one that demands the utmost confidence in the holder. This political power will often involve power over the public purse so it is essential for the public to know if the candidate is financially honest and not going to use his election for corrupt purposes. This is done generally through political campaigns that focus on candidates’ character and life story. But often candidates prove reticent to share some details, particularly financial details. But if citizens are to make a good decision about what sort of person they wish to lead them, they require information about the financial background of their representatives, to see that they comport themselves in business in a way that is fitting to the character of a leader.",Financial dealings can indicate candidates’ willingness to circumvent the system/play by the rules,N,N,Yes1,N
5711,500,"In any society, no matter how liberal, rights of every kind have limitations. Rights are general statements of principles that are then caveated and curtailed to fit the public interest across a range of circumstances. When an individual seeks elevation to public office, he or she must accept that the role they are applying for requires extra transparency. As the representative of the people, the politician is more than just the holder of a job appointed by the people, but is the elected servant, whose duty is to lead, including by example. It is a strange relationship, and it is one that demands the utmost confidence in the holder. This political power will often involve power over the public purse so it is essential for the public to know if the candidate is financially honest and not going to use his election for corrupt purposes. This is done generally through political campaigns that focus on candidates’ character and life story. But often candidates prove reticent to share some details, particularly financial details. But if citizens are to make a good decision about what sort of person they wish to lead them, they require information about the financial background of their representatives, to see that they comport themselves in business in a way that is fitting to the character of a leader.",Can leave you financially worse off.,N,N,Yes1,N
5470,500,"In any society, no matter how liberal, rights of every kind have limitations. Rights are general statements of principles that are then caveated and curtailed to fit the public interest across a range of circumstances. When an individual seeks elevation to public office, he or she must accept that the role they are applying for requires extra transparency. As the representative of the people, the politician is more than just the holder of a job appointed by the people, but is the elected servant, whose duty is to lead, including by example. It is a strange relationship, and it is one that demands the utmost confidence in the holder. This political power will often involve power over the public purse so it is essential for the public to know if the candidate is financially honest and not going to use his election for corrupt purposes. This is done generally through political campaigns that focus on candidates’ character and life story. But often candidates prove reticent to share some details, particularly financial details. But if citizens are to make a good decision about what sort of person they wish to lead them, they require information about the financial background of their representatives, to see that they comport themselves in business in a way that is fitting to the character of a leader.",Hacks as political statements.,N,N,Yes1,N
4405,500,"In any society, no matter how liberal, rights of every kind have limitations. Rights are general statements of principles that are then caveated and curtailed to fit the public interest across a range of circumstances. When an individual seeks elevation to public office, he or she must accept that the role they are applying for requires extra transparency. As the representative of the people, the politician is more than just the holder of a job appointed by the people, but is the elected servant, whose duty is to lead, including by example. It is a strange relationship, and it is one that demands the utmost confidence in the holder. This political power will often involve power over the public purse so it is essential for the public to know if the candidate is financially honest and not going to use his election for corrupt purposes. This is done generally through political campaigns that focus on candidates’ character and life story. But often candidates prove reticent to share some details, particularly financial details. But if citizens are to make a good decision about what sort of person they wish to lead them, they require information about the financial background of their representatives, to see that they comport themselves in business in a way that is fitting to the character of a leader.",Character:,N,N,Yes1,N
506,500,"In any society, no matter how liberal, rights of every kind have limitations. Rights are general statements of principles that are then caveated and curtailed to fit the public interest across a range of circumstances. When an individual seeks elevation to public office, he or she must accept that the role they are applying for requires extra transparency. As the representative of the people, the politician is more than just the holder of a job appointed by the people, but is the elected servant, whose duty is to lead, including by example. It is a strange relationship, and it is one that demands the utmost confidence in the holder. This political power will often involve power over the public purse so it is essential for the public to know if the candidate is financially honest and not going to use his election for corrupt purposes. This is done generally through political campaigns that focus on candidates’ character and life story. But often candidates prove reticent to share some details, particularly financial details. But if citizens are to make a good decision about what sort of person they wish to lead them, they require information about the financial background of their representatives, to see that they comport themselves in business in a way that is fitting to the character of a leader.","Individuals have a right to privacy, including to their own financial records",N,N,Yes1,N
504,501,"A lot of politicians come from positions of prestige and power before seeking public office. Many politicians have wealth in their own right, or a base of wealthy supporters. Understanding where that wealth came from and how they used their privileged position is very important to citizens when choosing their leaders. Access to candidates’ financial information allows good candidates to show their honesty and financial uprightness, and sometimes even to display their talent and acumen that allowed them to succeed. More importantly, it allows people to scrutinize the dealings of politicians who used their often privileged position to avoid paying high taxes and to shield their wealth from the public taking its legal due. What these insights provide is a valuable snapshot of what candidates are willing to do to promote their own interests versus those of the state and society. It shows if there is a propensity to engage in morally dubious practices, and such behavior could well be extrapolated to be a potential incentive to corrupt practice. While tax avoidance is not illegal, it can well be considered unjust when rigorously applied, especially considered that the special knowledge necessary to profit from it belongs only to those of wealth and privilege. The value of this knowledge was made particularly clear in the case of Mitt Romney’s presidential bid. When Romney released his tax returns it became painfully clear that he was using the system to his advantage, at the expense of the taxpayer.",Financial dealings can indicate candidates’ willingness to circumvent the system/play by the rules,S,S,Yes1,S
6309,501,"A lot of politicians come from positions of prestige and power before seeking public office. Many politicians have wealth in their own right, or a base of wealthy supporters. Understanding where that wealth came from and how they used their privileged position is very important to citizens when choosing their leaders. Access to candidates’ financial information allows good candidates to show their honesty and financial uprightness, and sometimes even to display their talent and acumen that allowed them to succeed. More importantly, it allows people to scrutinize the dealings of politicians who used their often privileged position to avoid paying high taxes and to shield their wealth from the public taking its legal due. What these insights provide is a valuable snapshot of what candidates are willing to do to promote their own interests versus those of the state and society. It shows if there is a propensity to engage in morally dubious practices, and such behavior could well be extrapolated to be a potential incentive to corrupt practice. While tax avoidance is not illegal, it can well be considered unjust when rigorously applied, especially considered that the special knowledge necessary to profit from it belongs only to those of wealth and privilege. The value of this knowledge was made particularly clear in the case of Mitt Romney’s presidential bid. When Romney released his tax returns it became painfully clear that he was using the system to his advantage, at the expense of the taxpayer.",Higher taxes encourage tax avoidance,N,N,Yes1,N
1791,501,"A lot of politicians come from positions of prestige and power before seeking public office. Many politicians have wealth in their own right, or a base of wealthy supporters. Understanding where that wealth came from and how they used their privileged position is very important to citizens when choosing their leaders. Access to candidates’ financial information allows good candidates to show their honesty and financial uprightness, and sometimes even to display their talent and acumen that allowed them to succeed. More importantly, it allows people to scrutinize the dealings of politicians who used their often privileged position to avoid paying high taxes and to shield their wealth from the public taking its legal due. What these insights provide is a valuable snapshot of what candidates are willing to do to promote their own interests versus those of the state and society. It shows if there is a propensity to engage in morally dubious practices, and such behavior could well be extrapolated to be a potential incentive to corrupt practice. While tax avoidance is not illegal, it can well be considered unjust when rigorously applied, especially considered that the special knowledge necessary to profit from it belongs only to those of wealth and privilege. The value of this knowledge was made particularly clear in the case of Mitt Romney’s presidential bid. When Romney released his tax returns it became painfully clear that he was using the system to his advantage, at the expense of the taxpayer.",Immunity for politicians is an unjust double standard,N,N,Yes1,N
505,501,"A lot of politicians come from positions of prestige and power before seeking public office. Many politicians have wealth in their own right, or a base of wealthy supporters. Understanding where that wealth came from and how they used their privileged position is very important to citizens when choosing their leaders. Access to candidates’ financial information allows good candidates to show their honesty and financial uprightness, and sometimes even to display their talent and acumen that allowed them to succeed. More importantly, it allows people to scrutinize the dealings of politicians who used their often privileged position to avoid paying high taxes and to shield their wealth from the public taking its legal due. What these insights provide is a valuable snapshot of what candidates are willing to do to promote their own interests versus those of the state and society. It shows if there is a propensity to engage in morally dubious practices, and such behavior could well be extrapolated to be a potential incentive to corrupt practice. While tax avoidance is not illegal, it can well be considered unjust when rigorously applied, especially considered that the special knowledge necessary to profit from it belongs only to those of wealth and privilege. The value of this knowledge was made particularly clear in the case of Mitt Romney’s presidential bid. When Romney released his tax returns it became painfully clear that he was using the system to his advantage, at the expense of the taxpayer.",This information offers valuable texture to the financial proposals candidates offer as potential policy,N,S,No1,S
1792,501,"A lot of politicians come from positions of prestige and power before seeking public office. Many politicians have wealth in their own right, or a base of wealthy supporters. Understanding where that wealth came from and how they used their privileged position is very important to citizens when choosing their leaders. Access to candidates’ financial information allows good candidates to show their honesty and financial uprightness, and sometimes even to display their talent and acumen that allowed them to succeed. More importantly, it allows people to scrutinize the dealings of politicians who used their often privileged position to avoid paying high taxes and to shield their wealth from the public taking its legal due. What these insights provide is a valuable snapshot of what candidates are willing to do to promote their own interests versus those of the state and society. It shows if there is a propensity to engage in morally dubious practices, and such behavior could well be extrapolated to be a potential incentive to corrupt practice. While tax avoidance is not illegal, it can well be considered unjust when rigorously applied, especially considered that the special knowledge necessary to profit from it belongs only to those of wealth and privilege. The value of this knowledge was made particularly clear in the case of Mitt Romney’s presidential bid. When Romney released his tax returns it became painfully clear that he was using the system to his advantage, at the expense of the taxpayer.",Immunity for politicians hurts the image of their office,N,N,Yes1,N
1784,501,"A lot of politicians come from positions of prestige and power before seeking public office. Many politicians have wealth in their own right, or a base of wealthy supporters. Understanding where that wealth came from and how they used their privileged position is very important to citizens when choosing their leaders. Access to candidates’ financial information allows good candidates to show their honesty and financial uprightness, and sometimes even to display their talent and acumen that allowed them to succeed. More importantly, it allows people to scrutinize the dealings of politicians who used their often privileged position to avoid paying high taxes and to shield their wealth from the public taking its legal due. What these insights provide is a valuable snapshot of what candidates are willing to do to promote their own interests versus those of the state and society. It shows if there is a propensity to engage in morally dubious practices, and such behavior could well be extrapolated to be a potential incentive to corrupt practice. While tax avoidance is not illegal, it can well be considered unjust when rigorously applied, especially considered that the special knowledge necessary to profit from it belongs only to those of wealth and privilege. The value of this knowledge was made particularly clear in the case of Mitt Romney’s presidential bid. When Romney released his tax returns it became painfully clear that he was using the system to his advantage, at the expense of the taxpayer.",Giving politicians’ immunity from prosecution allows them to focus on performing their duties,N,N,Yes1,N
3889,501,"A lot of politicians come from positions of prestige and power before seeking public office. Many politicians have wealth in their own right, or a base of wealthy supporters. Understanding where that wealth came from and how they used their privileged position is very important to citizens when choosing their leaders. Access to candidates’ financial information allows good candidates to show their honesty and financial uprightness, and sometimes even to display their talent and acumen that allowed them to succeed. More importantly, it allows people to scrutinize the dealings of politicians who used their often privileged position to avoid paying high taxes and to shield their wealth from the public taking its legal due. What these insights provide is a valuable snapshot of what candidates are willing to do to promote their own interests versus those of the state and society. It shows if there is a propensity to engage in morally dubious practices, and such behavior could well be extrapolated to be a potential incentive to corrupt practice. While tax avoidance is not illegal, it can well be considered unjust when rigorously applied, especially considered that the special knowledge necessary to profit from it belongs only to those of wealth and privilege. The value of this knowledge was made particularly clear in the case of Mitt Romney’s presidential bid. When Romney released his tax returns it became painfully clear that he was using the system to his advantage, at the expense of the taxpayer.",Public Decency,N,N,Yes1,N
507,501,"A lot of politicians come from positions of prestige and power before seeking public office. Many politicians have wealth in their own right, or a base of wealthy supporters. Understanding where that wealth came from and how they used their privileged position is very important to citizens when choosing their leaders. Access to candidates’ financial information allows good candidates to show their honesty and financial uprightness, and sometimes even to display their talent and acumen that allowed them to succeed. More importantly, it allows people to scrutinize the dealings of politicians who used their often privileged position to avoid paying high taxes and to shield their wealth from the public taking its legal due. What these insights provide is a valuable snapshot of what candidates are willing to do to promote their own interests versus those of the state and society. It shows if there is a propensity to engage in morally dubious practices, and such behavior could well be extrapolated to be a potential incentive to corrupt practice. While tax avoidance is not illegal, it can well be considered unjust when rigorously applied, especially considered that the special knowledge necessary to profit from it belongs only to those of wealth and privilege. The value of this knowledge was made particularly clear in the case of Mitt Romney’s presidential bid. When Romney released his tax returns it became painfully clear that he was using the system to his advantage, at the expense of the taxpayer.",Fixating on candidates’ financial records fuels the fire of class war,N,N,Yes1,N
505,502,"When candidates make proposals for public spending they often seek to use their own financial stories as evidence of their credibility. Without public knowledge of their actual financial record, besides what can be gleaned from secondary sources and their words, these claims cannot be evaluated fully by the voting public. Publishing their financial records allows the citizens to get a genuine grasp of their –would-be representatives abilities. More importantly, the proposals of candidates can be scrutinized in relation to how the candidate, and those of the same financial stratum as the candidate, would benefit from them. When Mitt Romney proposed new tax and spending reforms in the last US presidential election, it was clear that his policies inordinately favored the rich and increased the tax burden of the middle class. It is in the public’s interest to elect representatives who serve their interests, not those of moneyed elites. Romney Tax Plan Favors the Rich”.",This information offers valuable texture to the financial proposals candidates offer as potential policy,S,S,Yes1,S
507,502,"When candidates make proposals for public spending they often seek to use their own financial stories as evidence of their credibility. Without public knowledge of their actual financial record, besides what can be gleaned from secondary sources and their words, these claims cannot be evaluated fully by the voting public. Publishing their financial records allows the citizens to get a genuine grasp of their –would-be representatives abilities. More importantly, the proposals of candidates can be scrutinized in relation to how the candidate, and those of the same financial stratum as the candidate, would benefit from them. When Mitt Romney proposed new tax and spending reforms in the last US presidential election, it was clear that his policies inordinately favored the rich and increased the tax burden of the middle class. It is in the public’s interest to elect representatives who serve their interests, not those of moneyed elites. Romney Tax Plan Favors the Rich”.",Fixating on candidates’ financial records fuels the fire of class war,N,N,Yes1,N
7463,502,"When candidates make proposals for public spending they often seek to use their own financial stories as evidence of their credibility. Without public knowledge of their actual financial record, besides what can be gleaned from secondary sources and their words, these claims cannot be evaluated fully by the voting public. Publishing their financial records allows the citizens to get a genuine grasp of their –would-be representatives abilities. More importantly, the proposals of candidates can be scrutinized in relation to how the candidate, and those of the same financial stratum as the candidate, would benefit from them. When Mitt Romney proposed new tax and spending reforms in the last US presidential election, it was clear that his policies inordinately favored the rich and increased the tax burden of the middle class. It is in the public’s interest to elect representatives who serve their interests, not those of moneyed elites. Romney Tax Plan Favors the Rich”.",More tax on the rich = more possibility for evasion or backlash by the rich!,N,N,Yes1,N
506,502,"When candidates make proposals for public spending they often seek to use their own financial stories as evidence of their credibility. Without public knowledge of their actual financial record, besides what can be gleaned from secondary sources and their words, these claims cannot be evaluated fully by the voting public. Publishing their financial records allows the citizens to get a genuine grasp of their –would-be representatives abilities. More importantly, the proposals of candidates can be scrutinized in relation to how the candidate, and those of the same financial stratum as the candidate, would benefit from them. When Mitt Romney proposed new tax and spending reforms in the last US presidential election, it was clear that his policies inordinately favored the rich and increased the tax burden of the middle class. It is in the public’s interest to elect representatives who serve their interests, not those of moneyed elites. Romney Tax Plan Favors the Rich”.","Individuals have a right to privacy, including to their own financial records",N,N,Yes1,N
503,502,"When candidates make proposals for public spending they often seek to use their own financial stories as evidence of their credibility. Without public knowledge of their actual financial record, besides what can be gleaned from secondary sources and their words, these claims cannot be evaluated fully by the voting public. Publishing their financial records allows the citizens to get a genuine grasp of their –would-be representatives abilities. More importantly, the proposals of candidates can be scrutinized in relation to how the candidate, and those of the same financial stratum as the candidate, would benefit from them. When Mitt Romney proposed new tax and spending reforms in the last US presidential election, it was clear that his policies inordinately favored the rich and increased the tax burden of the middle class. It is in the public’s interest to elect representatives who serve their interests, not those of moneyed elites. Romney Tax Plan Favors the Rich”.","Voters have a right to know the background of their would-be representatives, including financial background",S,S,Yes1,S
504,502,"When candidates make proposals for public spending they often seek to use their own financial stories as evidence of their credibility. Without public knowledge of their actual financial record, besides what can be gleaned from secondary sources and their words, these claims cannot be evaluated fully by the voting public. Publishing their financial records allows the citizens to get a genuine grasp of their –would-be representatives abilities. More importantly, the proposals of candidates can be scrutinized in relation to how the candidate, and those of the same financial stratum as the candidate, would benefit from them. When Mitt Romney proposed new tax and spending reforms in the last US presidential election, it was clear that his policies inordinately favored the rich and increased the tax burden of the middle class. It is in the public’s interest to elect representatives who serve their interests, not those of moneyed elites. Romney Tax Plan Favors the Rich”.",Financial dealings can indicate candidates’ willingness to circumvent the system/play by the rules,S,S,Yes1,S
1905,502,"When candidates make proposals for public spending they often seek to use their own financial stories as evidence of their credibility. Without public knowledge of their actual financial record, besides what can be gleaned from secondary sources and their words, these claims cannot be evaluated fully by the voting public. Publishing their financial records allows the citizens to get a genuine grasp of their –would-be representatives abilities. More importantly, the proposals of candidates can be scrutinized in relation to how the candidate, and those of the same financial stratum as the candidate, would benefit from them. When Mitt Romney proposed new tax and spending reforms in the last US presidential election, it was clear that his policies inordinately favored the rich and increased the tax burden of the middle class. It is in the public’s interest to elect representatives who serve their interests, not those of moneyed elites. Romney Tax Plan Favors the Rich”.",The monarchy can serve as public role models.,N,N,Yes1,N
508,502,"When candidates make proposals for public spending they often seek to use their own financial stories as evidence of their credibility. Without public knowledge of their actual financial record, besides what can be gleaned from secondary sources and their words, these claims cannot be evaluated fully by the voting public. Publishing their financial records allows the citizens to get a genuine grasp of their –would-be representatives abilities. More importantly, the proposals of candidates can be scrutinized in relation to how the candidate, and those of the same financial stratum as the candidate, would benefit from them. When Mitt Romney proposed new tax and spending reforms in the last US presidential election, it was clear that his policies inordinately favored the rich and increased the tax burden of the middle class. It is in the public’s interest to elect representatives who serve their interests, not those of moneyed elites. Romney Tax Plan Favors the Rich”.","The focus of elections should be on policy, not personal issues like financial records",N,N,Yes1,N
506,503,"Privacy is a fundamental human right, one that should be defended for all citizens, including those who govern us. People generally speaking have a basic respect for privacy. Politicians don’t owe the electorate any special privileges like their financial history. A politician is effectively an employee of his constituents and the citizens of the polity. His or her duty is not so special as to demand the handing over of all information on one of the most critical aspects of their private life. Financial affairs like income and taxes are a private matter, and should be treated as such by voters and governments. This is even more the case when it comes to financial history, much of which may have happened long before the individual decided to become a politician. Making politicians’ financial affairs fair game for reporters and others who would exploit the information only serves to undermine the rights that all citizens rightly enjoy. Index on Censorship 39(1): 58-68.  https://www.privacyinternational.org/reports/privacy-as-a-political-right","Individuals have a right to privacy, including to their own financial records",S,S,Yes1,S
1087,503,"Privacy is a fundamental human right, one that should be defended for all citizens, including those who govern us. People generally speaking have a basic respect for privacy. Politicians don’t owe the electorate any special privileges like their financial history. A politician is effectively an employee of his constituents and the citizens of the polity. His or her duty is not so special as to demand the handing over of all information on one of the most critical aspects of their private life. Financial affairs like income and taxes are a private matter, and should be treated as such by voters and governments. This is even more the case when it comes to financial history, much of which may have happened long before the individual decided to become a politician. Making politicians’ financial affairs fair game for reporters and others who would exploit the information only serves to undermine the rights that all citizens rightly enjoy. Index on Censorship 39(1): 58-68.  https://www.privacyinternational.org/reports/privacy-as-a-political-right",All individuals have a legitimate right to privacy,S,S,Yes1,S
5855,503,"Privacy is a fundamental human right, one that should be defended for all citizens, including those who govern us. People generally speaking have a basic respect for privacy. Politicians don’t owe the electorate any special privileges like their financial history. A politician is effectively an employee of his constituents and the citizens of the polity. His or her duty is not so special as to demand the handing over of all information on one of the most critical aspects of their private life. Financial affairs like income and taxes are a private matter, and should be treated as such by voters and governments. This is even more the case when it comes to financial history, much of which may have happened long before the individual decided to become a politician. Making politicians’ financial affairs fair game for reporters and others who would exploit the information only serves to undermine the rights that all citizens rightly enjoy. Index on Censorship 39(1): 58-68.  https://www.privacyinternational.org/reports/privacy-as-a-political-right",Animals have no interest in privacy,N,N,Yes1,N
7600,503,"Privacy is a fundamental human right, one that should be defended for all citizens, including those who govern us. People generally speaking have a basic respect for privacy. Politicians don’t owe the electorate any special privileges like their financial history. A politician is effectively an employee of his constituents and the citizens of the polity. His or her duty is not so special as to demand the handing over of all information on one of the most critical aspects of their private life. Financial affairs like income and taxes are a private matter, and should be treated as such by voters and governments. This is even more the case when it comes to financial history, much of which may have happened long before the individual decided to become a politician. Making politicians’ financial affairs fair game for reporters and others who would exploit the information only serves to undermine the rights that all citizens rightly enjoy. Index on Censorship 39(1): 58-68.  https://www.privacyinternational.org/reports/privacy-as-a-political-right",Only Criminals benefit from internet Privacy,N,N,Yes1,N
5854,503,"Privacy is a fundamental human right, one that should be defended for all citizens, including those who govern us. People generally speaking have a basic respect for privacy. Politicians don’t owe the electorate any special privileges like their financial history. A politician is effectively an employee of his constituents and the citizens of the polity. His or her duty is not so special as to demand the handing over of all information on one of the most critical aspects of their private life. Financial affairs like income and taxes are a private matter, and should be treated as such by voters and governments. This is even more the case when it comes to financial history, much of which may have happened long before the individual decided to become a politician. Making politicians’ financial affairs fair game for reporters and others who would exploit the information only serves to undermine the rights that all citizens rightly enjoy. Index on Censorship 39(1): 58-68.  https://www.privacyinternational.org/reports/privacy-as-a-political-right",They deserve to have their privacy considered,S,S,Yes1,S
5853,503,"Privacy is a fundamental human right, one that should be defended for all citizens, including those who govern us. People generally speaking have a basic respect for privacy. Politicians don’t owe the electorate any special privileges like their financial history. A politician is effectively an employee of his constituents and the citizens of the polity. His or her duty is not so special as to demand the handing over of all information on one of the most critical aspects of their private life. Financial affairs like income and taxes are a private matter, and should be treated as such by voters and governments. This is even more the case when it comes to financial history, much of which may have happened long before the individual decided to become a politician. Making politicians’ financial affairs fair game for reporters and others who would exploit the information only serves to undermine the rights that all citizens rightly enjoy. Index on Censorship 39(1): 58-68.  https://www.privacyinternational.org/reports/privacy-as-a-political-right",Animals(like humans) want moments of privacy and public exhibition,N,N,Yes1,N
1084,503,"Privacy is a fundamental human right, one that should be defended for all citizens, including those who govern us. People generally speaking have a basic respect for privacy. Politicians don’t owe the electorate any special privileges like their financial history. A politician is effectively an employee of his constituents and the citizens of the polity. His or her duty is not so special as to demand the handing over of all information on one of the most critical aspects of their private life. Financial affairs like income and taxes are a private matter, and should be treated as such by voters and governments. This is even more the case when it comes to financial history, much of which may have happened long before the individual decided to become a politician. Making politicians’ financial affairs fair game for reporters and others who would exploit the information only serves to undermine the rights that all citizens rightly enjoy. Index on Censorship 39(1): 58-68.  https://www.privacyinternational.org/reports/privacy-as-a-political-right",Citizens have a right to know who is being elected to represent them,N,N,Yes1,N
3793,503,"Privacy is a fundamental human right, one that should be defended for all citizens, including those who govern us. People generally speaking have a basic respect for privacy. Politicians don’t owe the electorate any special privileges like their financial history. A politician is effectively an employee of his constituents and the citizens of the polity. His or her duty is not so special as to demand the handing over of all information on one of the most critical aspects of their private life. Financial affairs like income and taxes are a private matter, and should be treated as such by voters and governments. This is even more the case when it comes to financial history, much of which may have happened long before the individual decided to become a politician. Making politicians’ financial affairs fair game for reporters and others who would exploit the information only serves to undermine the rights that all citizens rightly enjoy. Index on Censorship 39(1): 58-68.  https://www.privacyinternational.org/reports/privacy-as-a-political-right",Private schools encourage elitism,N,N,Yes1,N
507,504,"More and more the financial dealings of candidates are used against them in politics. In past decades, politicians in many countries were proud to run on the basis of their successes in the private sector. Today, however, that success has often become a liability. One only need look at the paradigmatic example of this occurrence, Mitt Romney. When running for governor in Massachusetts, his strong record in business was touted as a quality favoring him. Yet in the presidential election, Romney’s wealth was touted as an example of capitalist excess, of often ill-gotten gains. These trends would only be compounded with the release of candidates’ financial records. People with records of wealth and financial ability will be further demonized as being anti-poor. These sorts of political tactics obscure from the realities of politics and seeks to separate people along class, rather than political ideological, lines. Such divisions are exceptionally dangerous to the functioning of a democratic society, which demands buy-in and willing participation from all classes and groups in order to function.",Fixating on candidates’ financial records fuels the fire of class war,S,S,Yes1,S
504,504,"More and more the financial dealings of candidates are used against them in politics. In past decades, politicians in many countries were proud to run on the basis of their successes in the private sector. Today, however, that success has often become a liability. One only need look at the paradigmatic example of this occurrence, Mitt Romney. When running for governor in Massachusetts, his strong record in business was touted as a quality favoring him. Yet in the presidential election, Romney’s wealth was touted as an example of capitalist excess, of often ill-gotten gains. These trends would only be compounded with the release of candidates’ financial records. People with records of wealth and financial ability will be further demonized as being anti-poor. These sorts of political tactics obscure from the realities of politics and seeks to separate people along class, rather than political ideological, lines. Such divisions are exceptionally dangerous to the functioning of a democratic society, which demands buy-in and willing participation from all classes and groups in order to function.",Financial dealings can indicate candidates’ willingness to circumvent the system/play by the rules,N,N,Yes1,N
506,504,"More and more the financial dealings of candidates are used against them in politics. In past decades, politicians in many countries were proud to run on the basis of their successes in the private sector. Today, however, that success has often become a liability. One only need look at the paradigmatic example of this occurrence, Mitt Romney. When running for governor in Massachusetts, his strong record in business was touted as a quality favoring him. Yet in the presidential election, Romney’s wealth was touted as an example of capitalist excess, of often ill-gotten gains. These trends would only be compounded with the release of candidates’ financial records. People with records of wealth and financial ability will be further demonized as being anti-poor. These sorts of political tactics obscure from the realities of politics and seeks to separate people along class, rather than political ideological, lines. Such divisions are exceptionally dangerous to the functioning of a democratic society, which demands buy-in and willing participation from all classes and groups in order to function.","Individuals have a right to privacy, including to their own financial records",N,N,Yes1,N
2115,504,"More and more the financial dealings of candidates are used against them in politics. In past decades, politicians in many countries were proud to run on the basis of their successes in the private sector. Today, however, that success has often become a liability. One only need look at the paradigmatic example of this occurrence, Mitt Romney. When running for governor in Massachusetts, his strong record in business was touted as a quality favoring him. Yet in the presidential election, Romney’s wealth was touted as an example of capitalist excess, of often ill-gotten gains. These trends would only be compounded with the release of candidates’ financial records. People with records of wealth and financial ability will be further demonized as being anti-poor. These sorts of political tactics obscure from the realities of politics and seeks to separate people along class, rather than political ideological, lines. Such divisions are exceptionally dangerous to the functioning of a democratic society, which demands buy-in and willing participation from all classes and groups in order to function.",It will cause more people to become interested in politics,N,N,Yes1,N
508,504,"More and more the financial dealings of candidates are used against them in politics. In past decades, politicians in many countries were proud to run on the basis of their successes in the private sector. Today, however, that success has often become a liability. One only need look at the paradigmatic example of this occurrence, Mitt Romney. When running for governor in Massachusetts, his strong record in business was touted as a quality favoring him. Yet in the presidential election, Romney’s wealth was touted as an example of capitalist excess, of often ill-gotten gains. These trends would only be compounded with the release of candidates’ financial records. People with records of wealth and financial ability will be further demonized as being anti-poor. These sorts of political tactics obscure from the realities of politics and seeks to separate people along class, rather than political ideological, lines. Such divisions are exceptionally dangerous to the functioning of a democratic society, which demands buy-in and willing participation from all classes and groups in order to function.","The focus of elections should be on policy, not personal issues like financial records",S,S,Yes1,S
7197,504,"More and more the financial dealings of candidates are used against them in politics. In past decades, politicians in many countries were proud to run on the basis of their successes in the private sector. Today, however, that success has often become a liability. One only need look at the paradigmatic example of this occurrence, Mitt Romney. When running for governor in Massachusetts, his strong record in business was touted as a quality favoring him. Yet in the presidential election, Romney’s wealth was touted as an example of capitalist excess, of often ill-gotten gains. These trends would only be compounded with the release of candidates’ financial records. People with records of wealth and financial ability will be further demonized as being anti-poor. These sorts of political tactics obscure from the realities of politics and seeks to separate people along class, rather than political ideological, lines. Such divisions are exceptionally dangerous to the functioning of a democratic society, which demands buy-in and willing participation from all classes and groups in order to function.",An excess of wealth prevents spiritual growth,N,N,Yes1,N
505,504,"More and more the financial dealings of candidates are used against them in politics. In past decades, politicians in many countries were proud to run on the basis of their successes in the private sector. Today, however, that success has often become a liability. One only need look at the paradigmatic example of this occurrence, Mitt Romney. When running for governor in Massachusetts, his strong record in business was touted as a quality favoring him. Yet in the presidential election, Romney’s wealth was touted as an example of capitalist excess, of often ill-gotten gains. These trends would only be compounded with the release of candidates’ financial records. People with records of wealth and financial ability will be further demonized as being anti-poor. These sorts of political tactics obscure from the realities of politics and seeks to separate people along class, rather than political ideological, lines. Such divisions are exceptionally dangerous to the functioning of a democratic society, which demands buy-in and willing participation from all classes and groups in order to function.",This information offers valuable texture to the financial proposals candidates offer as potential policy,N,N,Yes1,N
