,perspective_id,evidence_id,sihao_label,daniel_label,evidence,perspective
73,6309,501,N,N,"A lot of politicians come from positions of prestige and power before seeking public office. Many politicians have wealth in their own right, or a base of wealthy supporters. Understanding where that wealth came from and how they used their privileged position is very important to citizens when choosing their leaders. Access to candidates’ financial information allows good candidates to show their honesty and financial uprightness, and sometimes even to display their talent and acumen that allowed them to succeed. More importantly, it allows people to scrutinize the dealings of politicians who used their often privileged position to avoid paying high taxes and to shield their wealth from the public taking its legal due. What these insights provide is a valuable snapshot of what candidates are willing to do to promote their own interests versus those of the state and society. It shows if there is a propensity to engage in morally dubious practices, and such behavior could well be extrapolated to be a potential incentive to corrupt practice. While tax avoidance is not illegal, it can well be considered unjust when rigorously applied, especially considered that the special knowledge necessary to profit from it belongs only to those of wealth and privilege. The value of this knowledge was made particularly clear in the case of Mitt Romney’s presidential bid. When Romney released his tax returns it became painfully clear that he was using the system to his advantage, at the expense of the taxpayer.",Higher taxes encourage tax avoidance
74,1791,501,N,N,"A lot of politicians come from positions of prestige and power before seeking public office. Many politicians have wealth in their own right, or a base of wealthy supporters. Understanding where that wealth came from and how they used their privileged position is very important to citizens when choosing their leaders. Access to candidates’ financial information allows good candidates to show their honesty and financial uprightness, and sometimes even to display their talent and acumen that allowed them to succeed. More importantly, it allows people to scrutinize the dealings of politicians who used their often privileged position to avoid paying high taxes and to shield their wealth from the public taking its legal due. What these insights provide is a valuable snapshot of what candidates are willing to do to promote their own interests versus those of the state and society. It shows if there is a propensity to engage in morally dubious practices, and such behavior could well be extrapolated to be a potential incentive to corrupt practice. While tax avoidance is not illegal, it can well be considered unjust when rigorously applied, especially considered that the special knowledge necessary to profit from it belongs only to those of wealth and privilege. The value of this knowledge was made particularly clear in the case of Mitt Romney’s presidential bid. When Romney released his tax returns it became painfully clear that he was using the system to his advantage, at the expense of the taxpayer.",Immunity for politicians is an unjust double standard
75,505,501,N,S,"A lot of politicians come from positions of prestige and power before seeking public office. Many politicians have wealth in their own right, or a base of wealthy supporters. Understanding where that wealth came from and how they used their privileged position is very important to citizens when choosing their leaders. Access to candidates’ financial information allows good candidates to show their honesty and financial uprightness, and sometimes even to display their talent and acumen that allowed them to succeed. More importantly, it allows people to scrutinize the dealings of politicians who used their often privileged position to avoid paying high taxes and to shield their wealth from the public taking its legal due. What these insights provide is a valuable snapshot of what candidates are willing to do to promote their own interests versus those of the state and society. It shows if there is a propensity to engage in morally dubious practices, and such behavior could well be extrapolated to be a potential incentive to corrupt practice. While tax avoidance is not illegal, it can well be considered unjust when rigorously applied, especially considered that the special knowledge necessary to profit from it belongs only to those of wealth and privilege. The value of this knowledge was made particularly clear in the case of Mitt Romney’s presidential bid. When Romney released his tax returns it became painfully clear that he was using the system to his advantage, at the expense of the taxpayer.",This information offers valuable texture to the financial proposals candidates offer as potential policy
76,1792,501,N,N,"A lot of politicians come from positions of prestige and power before seeking public office. Many politicians have wealth in their own right, or a base of wealthy supporters. Understanding where that wealth came from and how they used their privileged position is very important to citizens when choosing their leaders. Access to candidates’ financial information allows good candidates to show their honesty and financial uprightness, and sometimes even to display their talent and acumen that allowed them to succeed. More importantly, it allows people to scrutinize the dealings of politicians who used their often privileged position to avoid paying high taxes and to shield their wealth from the public taking its legal due. What these insights provide is a valuable snapshot of what candidates are willing to do to promote their own interests versus those of the state and society. It shows if there is a propensity to engage in morally dubious practices, and such behavior could well be extrapolated to be a potential incentive to corrupt practice. While tax avoidance is not illegal, it can well be considered unjust when rigorously applied, especially considered that the special knowledge necessary to profit from it belongs only to those of wealth and privilege. The value of this knowledge was made particularly clear in the case of Mitt Romney’s presidential bid. When Romney released his tax returns it became painfully clear that he was using the system to his advantage, at the expense of the taxpayer.",Immunity for politicians hurts the image of their office
77,1784,501,N,N,"A lot of politicians come from positions of prestige and power before seeking public office. Many politicians have wealth in their own right, or a base of wealthy supporters. Understanding where that wealth came from and how they used their privileged position is very important to citizens when choosing their leaders. Access to candidates’ financial information allows good candidates to show their honesty and financial uprightness, and sometimes even to display their talent and acumen that allowed them to succeed. More importantly, it allows people to scrutinize the dealings of politicians who used their often privileged position to avoid paying high taxes and to shield their wealth from the public taking its legal due. What these insights provide is a valuable snapshot of what candidates are willing to do to promote their own interests versus those of the state and society. It shows if there is a propensity to engage in morally dubious practices, and such behavior could well be extrapolated to be a potential incentive to corrupt practice. While tax avoidance is not illegal, it can well be considered unjust when rigorously applied, especially considered that the special knowledge necessary to profit from it belongs only to those of wealth and privilege. The value of this knowledge was made particularly clear in the case of Mitt Romney’s presidential bid. When Romney released his tax returns it became painfully clear that he was using the system to his advantage, at the expense of the taxpayer.",Giving politicians’ immunity from prosecution allows them to focus on performing their duties
78,3889,501,N,N,"A lot of politicians come from positions of prestige and power before seeking public office. Many politicians have wealth in their own right, or a base of wealthy supporters. Understanding where that wealth came from and how they used their privileged position is very important to citizens when choosing their leaders. Access to candidates’ financial information allows good candidates to show their honesty and financial uprightness, and sometimes even to display their talent and acumen that allowed them to succeed. More importantly, it allows people to scrutinize the dealings of politicians who used their often privileged position to avoid paying high taxes and to shield their wealth from the public taking its legal due. What these insights provide is a valuable snapshot of what candidates are willing to do to promote their own interests versus those of the state and society. It shows if there is a propensity to engage in morally dubious practices, and such behavior could well be extrapolated to be a potential incentive to corrupt practice. While tax avoidance is not illegal, it can well be considered unjust when rigorously applied, especially considered that the special knowledge necessary to profit from it belongs only to those of wealth and privilege. The value of this knowledge was made particularly clear in the case of Mitt Romney’s presidential bid. When Romney released his tax returns it became painfully clear that he was using the system to his advantage, at the expense of the taxpayer.",Public Decency
79,507,501,N,N,"A lot of politicians come from positions of prestige and power before seeking public office. Many politicians have wealth in their own right, or a base of wealthy supporters. Understanding where that wealth came from and how they used their privileged position is very important to citizens when choosing their leaders. Access to candidates’ financial information allows good candidates to show their honesty and financial uprightness, and sometimes even to display their talent and acumen that allowed them to succeed. More importantly, it allows people to scrutinize the dealings of politicians who used their often privileged position to avoid paying high taxes and to shield their wealth from the public taking its legal due. What these insights provide is a valuable snapshot of what candidates are willing to do to promote their own interests versus those of the state and society. It shows if there is a propensity to engage in morally dubious practices, and such behavior could well be extrapolated to be a potential incentive to corrupt practice. While tax avoidance is not illegal, it can well be considered unjust when rigorously applied, especially considered that the special knowledge necessary to profit from it belongs only to those of wealth and privilege. The value of this knowledge was made particularly clear in the case of Mitt Romney’s presidential bid. When Romney released his tax returns it became painfully clear that he was using the system to his advantage, at the expense of the taxpayer.",Fixating on candidates’ financial records fuels the fire of class war
80,505,502,S,S,"When candidates make proposals for public spending they often seek to use their own financial stories as evidence of their credibility. Without public knowledge of their actual financial record, besides what can be gleaned from secondary sources and their words, these claims cannot be evaluated fully by the voting public. Publishing their financial records allows the citizens to get a genuine grasp of their –would-be representatives abilities. More importantly, the proposals of candidates can be scrutinized in relation to how the candidate, and those of the same financial stratum as the candidate, would benefit from them. When Mitt Romney proposed new tax and spending reforms in the last US presidential election, it was clear that his policies inordinately favored the rich and increased the tax burden of the middle class. It is in the public’s interest to elect representatives who serve their interests, not those of moneyed elites. Romney Tax Plan Favors the Rich”.",This information offers valuable texture to the financial proposals candidates offer as potential policy
81,507,502,N,N,"When candidates make proposals for public spending they often seek to use their own financial stories as evidence of their credibility. Without public knowledge of their actual financial record, besides what can be gleaned from secondary sources and their words, these claims cannot be evaluated fully by the voting public. Publishing their financial records allows the citizens to get a genuine grasp of their –would-be representatives abilities. More importantly, the proposals of candidates can be scrutinized in relation to how the candidate, and those of the same financial stratum as the candidate, would benefit from them. When Mitt Romney proposed new tax and spending reforms in the last US presidential election, it was clear that his policies inordinately favored the rich and increased the tax burden of the middle class. It is in the public’s interest to elect representatives who serve their interests, not those of moneyed elites. Romney Tax Plan Favors the Rich”.",Fixating on candidates’ financial records fuels the fire of class war
82,7463,502,N,N,"When candidates make proposals for public spending they often seek to use their own financial stories as evidence of their credibility. Without public knowledge of their actual financial record, besides what can be gleaned from secondary sources and their words, these claims cannot be evaluated fully by the voting public. Publishing their financial records allows the citizens to get a genuine grasp of their –would-be representatives abilities. More importantly, the proposals of candidates can be scrutinized in relation to how the candidate, and those of the same financial stratum as the candidate, would benefit from them. When Mitt Romney proposed new tax and spending reforms in the last US presidential election, it was clear that his policies inordinately favored the rich and increased the tax burden of the middle class. It is in the public’s interest to elect representatives who serve their interests, not those of moneyed elites. Romney Tax Plan Favors the Rich”.",More tax on the rich = more possibility for evasion or backlash by the rich!
83,506,502,N,N,"When candidates make proposals for public spending they often seek to use their own financial stories as evidence of their credibility. Without public knowledge of their actual financial record, besides what can be gleaned from secondary sources and their words, these claims cannot be evaluated fully by the voting public. Publishing their financial records allows the citizens to get a genuine grasp of their –would-be representatives abilities. More importantly, the proposals of candidates can be scrutinized in relation to how the candidate, and those of the same financial stratum as the candidate, would benefit from them. When Mitt Romney proposed new tax and spending reforms in the last US presidential election, it was clear that his policies inordinately favored the rich and increased the tax burden of the middle class. It is in the public’s interest to elect representatives who serve their interests, not those of moneyed elites. Romney Tax Plan Favors the Rich”.","Individuals have a right to privacy, including to their own financial records"
84,503,502,S,S,"When candidates make proposals for public spending they often seek to use their own financial stories as evidence of their credibility. Without public knowledge of their actual financial record, besides what can be gleaned from secondary sources and their words, these claims cannot be evaluated fully by the voting public. Publishing their financial records allows the citizens to get a genuine grasp of their –would-be representatives abilities. More importantly, the proposals of candidates can be scrutinized in relation to how the candidate, and those of the same financial stratum as the candidate, would benefit from them. When Mitt Romney proposed new tax and spending reforms in the last US presidential election, it was clear that his policies inordinately favored the rich and increased the tax burden of the middle class. It is in the public’s interest to elect representatives who serve their interests, not those of moneyed elites. Romney Tax Plan Favors the Rich”.","Voters have a right to know the background of their would-be representatives, including financial background"
85,504,502,S,S,"When candidates make proposals for public spending they often seek to use their own financial stories as evidence of their credibility. Without public knowledge of their actual financial record, besides what can be gleaned from secondary sources and their words, these claims cannot be evaluated fully by the voting public. Publishing their financial records allows the citizens to get a genuine grasp of their –would-be representatives abilities. More importantly, the proposals of candidates can be scrutinized in relation to how the candidate, and those of the same financial stratum as the candidate, would benefit from them. When Mitt Romney proposed new tax and spending reforms in the last US presidential election, it was clear that his policies inordinately favored the rich and increased the tax burden of the middle class. It is in the public’s interest to elect representatives who serve their interests, not those of moneyed elites. Romney Tax Plan Favors the Rich”.",Financial dealings can indicate candidates’ willingness to circumvent the system/play by the rules
86,1905,502,N,N,"When candidates make proposals for public spending they often seek to use their own financial stories as evidence of their credibility. Without public knowledge of their actual financial record, besides what can be gleaned from secondary sources and their words, these claims cannot be evaluated fully by the voting public. Publishing their financial records allows the citizens to get a genuine grasp of their –would-be representatives abilities. More importantly, the proposals of candidates can be scrutinized in relation to how the candidate, and those of the same financial stratum as the candidate, would benefit from them. When Mitt Romney proposed new tax and spending reforms in the last US presidential election, it was clear that his policies inordinately favored the rich and increased the tax burden of the middle class. It is in the public’s interest to elect representatives who serve their interests, not those of moneyed elites. Romney Tax Plan Favors the Rich”.",The monarchy can serve as public role models.
87,508,502,N,N,"When candidates make proposals for public spending they often seek to use their own financial stories as evidence of their credibility. Without public knowledge of their actual financial record, besides what can be gleaned from secondary sources and their words, these claims cannot be evaluated fully by the voting public. Publishing their financial records allows the citizens to get a genuine grasp of their –would-be representatives abilities. More importantly, the proposals of candidates can be scrutinized in relation to how the candidate, and those of the same financial stratum as the candidate, would benefit from them. When Mitt Romney proposed new tax and spending reforms in the last US presidential election, it was clear that his policies inordinately favored the rich and increased the tax burden of the middle class. It is in the public’s interest to elect representatives who serve their interests, not those of moneyed elites. Romney Tax Plan Favors the Rich”.","The focus of elections should be on policy, not personal issues like financial records"
88,506,503,S,S,"Privacy is a fundamental human right, one that should be defended for all citizens, including those who govern us. People generally speaking have a basic respect for privacy. Politicians don’t owe the electorate any special privileges like their financial history. A politician is effectively an employee of his constituents and the citizens of the polity. His or her duty is not so special as to demand the handing over of all information on one of the most critical aspects of their private life. Financial affairs like income and taxes are a private matter, and should be treated as such by voters and governments. This is even more the case when it comes to financial history, much of which may have happened long before the individual decided to become a politician. Making politicians’ financial affairs fair game for reporters and others who would exploit the information only serves to undermine the rights that all citizens rightly enjoy. Index on Censorship 39(1): 58-68.  https://www.privacyinternational.org/reports/privacy-as-a-political-right","Individuals have a right to privacy, including to their own financial records"
89,1087,503,S,S,"Privacy is a fundamental human right, one that should be defended for all citizens, including those who govern us. People generally speaking have a basic respect for privacy. Politicians don’t owe the electorate any special privileges like their financial history. A politician is effectively an employee of his constituents and the citizens of the polity. His or her duty is not so special as to demand the handing over of all information on one of the most critical aspects of their private life. Financial affairs like income and taxes are a private matter, and should be treated as such by voters and governments. This is even more the case when it comes to financial history, much of which may have happened long before the individual decided to become a politician. Making politicians’ financial affairs fair game for reporters and others who would exploit the information only serves to undermine the rights that all citizens rightly enjoy. Index on Censorship 39(1): 58-68.  https://www.privacyinternational.org/reports/privacy-as-a-political-right",All individuals have a legitimate right to privacy
90,5855,503,N,N,"Privacy is a fundamental human right, one that should be defended for all citizens, including those who govern us. People generally speaking have a basic respect for privacy. Politicians don’t owe the electorate any special privileges like their financial history. A politician is effectively an employee of his constituents and the citizens of the polity. His or her duty is not so special as to demand the handing over of all information on one of the most critical aspects of their private life. Financial affairs like income and taxes are a private matter, and should be treated as such by voters and governments. This is even more the case when it comes to financial history, much of which may have happened long before the individual decided to become a politician. Making politicians’ financial affairs fair game for reporters and others who would exploit the information only serves to undermine the rights that all citizens rightly enjoy. Index on Censorship 39(1): 58-68.  https://www.privacyinternational.org/reports/privacy-as-a-political-right",Animals have no interest in privacy
91,7600,503,N,N,"Privacy is a fundamental human right, one that should be defended for all citizens, including those who govern us. People generally speaking have a basic respect for privacy. Politicians don’t owe the electorate any special privileges like their financial history. A politician is effectively an employee of his constituents and the citizens of the polity. His or her duty is not so special as to demand the handing over of all information on one of the most critical aspects of their private life. Financial affairs like income and taxes are a private matter, and should be treated as such by voters and governments. This is even more the case when it comes to financial history, much of which may have happened long before the individual decided to become a politician. Making politicians’ financial affairs fair game for reporters and others who would exploit the information only serves to undermine the rights that all citizens rightly enjoy. Index on Censorship 39(1): 58-68.  https://www.privacyinternational.org/reports/privacy-as-a-political-right",Only Criminals benefit from internet Privacy
92,5854,503,S,S,"Privacy is a fundamental human right, one that should be defended for all citizens, including those who govern us. People generally speaking have a basic respect for privacy. Politicians don’t owe the electorate any special privileges like their financial history. A politician is effectively an employee of his constituents and the citizens of the polity. His or her duty is not so special as to demand the handing over of all information on one of the most critical aspects of their private life. Financial affairs like income and taxes are a private matter, and should be treated as such by voters and governments. This is even more the case when it comes to financial history, much of which may have happened long before the individual decided to become a politician. Making politicians’ financial affairs fair game for reporters and others who would exploit the information only serves to undermine the rights that all citizens rightly enjoy. Index on Censorship 39(1): 58-68.  https://www.privacyinternational.org/reports/privacy-as-a-political-right",They deserve to have their privacy considered
93,5853,503,N,N,"Privacy is a fundamental human right, one that should be defended for all citizens, including those who govern us. People generally speaking have a basic respect for privacy. Politicians don’t owe the electorate any special privileges like their financial history. A politician is effectively an employee of his constituents and the citizens of the polity. His or her duty is not so special as to demand the handing over of all information on one of the most critical aspects of their private life. Financial affairs like income and taxes are a private matter, and should be treated as such by voters and governments. This is even more the case when it comes to financial history, much of which may have happened long before the individual decided to become a politician. Making politicians’ financial affairs fair game for reporters and others who would exploit the information only serves to undermine the rights that all citizens rightly enjoy. Index on Censorship 39(1): 58-68.  https://www.privacyinternational.org/reports/privacy-as-a-political-right",Animals(like humans) want moments of privacy and public exhibition
94,1084,503,N,N,"Privacy is a fundamental human right, one that should be defended for all citizens, including those who govern us. People generally speaking have a basic respect for privacy. Politicians don’t owe the electorate any special privileges like their financial history. A politician is effectively an employee of his constituents and the citizens of the polity. His or her duty is not so special as to demand the handing over of all information on one of the most critical aspects of their private life. Financial affairs like income and taxes are a private matter, and should be treated as such by voters and governments. This is even more the case when it comes to financial history, much of which may have happened long before the individual decided to become a politician. Making politicians’ financial affairs fair game for reporters and others who would exploit the information only serves to undermine the rights that all citizens rightly enjoy. Index on Censorship 39(1): 58-68.  https://www.privacyinternational.org/reports/privacy-as-a-political-right",Citizens have a right to know who is being elected to represent them
95,3793,503,N,N,"Privacy is a fundamental human right, one that should be defended for all citizens, including those who govern us. People generally speaking have a basic respect for privacy. Politicians don’t owe the electorate any special privileges like their financial history. A politician is effectively an employee of his constituents and the citizens of the polity. His or her duty is not so special as to demand the handing over of all information on one of the most critical aspects of their private life. Financial affairs like income and taxes are a private matter, and should be treated as such by voters and governments. This is even more the case when it comes to financial history, much of which may have happened long before the individual decided to become a politician. Making politicians’ financial affairs fair game for reporters and others who would exploit the information only serves to undermine the rights that all citizens rightly enjoy. Index on Censorship 39(1): 58-68.  https://www.privacyinternational.org/reports/privacy-as-a-political-right",Private schools encourage elitism
96,507,504,S,S,"More and more the financial dealings of candidates are used against them in politics. In past decades, politicians in many countries were proud to run on the basis of their successes in the private sector. Today, however, that success has often become a liability. One only need look at the paradigmatic example of this occurrence, Mitt Romney. When running for governor in Massachusetts, his strong record in business was touted as a quality favoring him. Yet in the presidential election, Romney’s wealth was touted as an example of capitalist excess, of often ill-gotten gains. These trends would only be compounded with the release of candidates’ financial records. People with records of wealth and financial ability will be further demonized as being anti-poor. These sorts of political tactics obscure from the realities of politics and seeks to separate people along class, rather than political ideological, lines. Such divisions are exceptionally dangerous to the functioning of a democratic society, which demands buy-in and willing participation from all classes and groups in order to function.",Fixating on candidates’ financial records fuels the fire of class war
97,504,504,N,N,"More and more the financial dealings of candidates are used against them in politics. In past decades, politicians in many countries were proud to run on the basis of their successes in the private sector. Today, however, that success has often become a liability. One only need look at the paradigmatic example of this occurrence, Mitt Romney. When running for governor in Massachusetts, his strong record in business was touted as a quality favoring him. Yet in the presidential election, Romney’s wealth was touted as an example of capitalist excess, of often ill-gotten gains. These trends would only be compounded with the release of candidates’ financial records. People with records of wealth and financial ability will be further demonized as being anti-poor. These sorts of political tactics obscure from the realities of politics and seeks to separate people along class, rather than political ideological, lines. Such divisions are exceptionally dangerous to the functioning of a democratic society, which demands buy-in and willing participation from all classes and groups in order to function.",Financial dealings can indicate candidates’ willingness to circumvent the system/play by the rules
98,506,504,N,N,"More and more the financial dealings of candidates are used against them in politics. In past decades, politicians in many countries were proud to run on the basis of their successes in the private sector. Today, however, that success has often become a liability. One only need look at the paradigmatic example of this occurrence, Mitt Romney. When running for governor in Massachusetts, his strong record in business was touted as a quality favoring him. Yet in the presidential election, Romney’s wealth was touted as an example of capitalist excess, of often ill-gotten gains. These trends would only be compounded with the release of candidates’ financial records. People with records of wealth and financial ability will be further demonized as being anti-poor. These sorts of political tactics obscure from the realities of politics and seeks to separate people along class, rather than political ideological, lines. Such divisions are exceptionally dangerous to the functioning of a democratic society, which demands buy-in and willing participation from all classes and groups in order to function.","Individuals have a right to privacy, including to their own financial records"
99,2115,504,N,N,"More and more the financial dealings of candidates are used against them in politics. In past decades, politicians in many countries were proud to run on the basis of their successes in the private sector. Today, however, that success has often become a liability. One only need look at the paradigmatic example of this occurrence, Mitt Romney. When running for governor in Massachusetts, his strong record in business was touted as a quality favoring him. Yet in the presidential election, Romney’s wealth was touted as an example of capitalist excess, of often ill-gotten gains. These trends would only be compounded with the release of candidates’ financial records. People with records of wealth and financial ability will be further demonized as being anti-poor. These sorts of political tactics obscure from the realities of politics and seeks to separate people along class, rather than political ideological, lines. Such divisions are exceptionally dangerous to the functioning of a democratic society, which demands buy-in and willing participation from all classes and groups in order to function.",It will cause more people to become interested in politics
100,508,504,S,S,"More and more the financial dealings of candidates are used against them in politics. In past decades, politicians in many countries were proud to run on the basis of their successes in the private sector. Today, however, that success has often become a liability. One only need look at the paradigmatic example of this occurrence, Mitt Romney. When running for governor in Massachusetts, his strong record in business was touted as a quality favoring him. Yet in the presidential election, Romney’s wealth was touted as an example of capitalist excess, of often ill-gotten gains. These trends would only be compounded with the release of candidates’ financial records. People with records of wealth and financial ability will be further demonized as being anti-poor. These sorts of political tactics obscure from the realities of politics and seeks to separate people along class, rather than political ideological, lines. Such divisions are exceptionally dangerous to the functioning of a democratic society, which demands buy-in and willing participation from all classes and groups in order to function.","The focus of elections should be on policy, not personal issues like financial records"
101,7197,504,N,N,"More and more the financial dealings of candidates are used against them in politics. In past decades, politicians in many countries were proud to run on the basis of their successes in the private sector. Today, however, that success has often become a liability. One only need look at the paradigmatic example of this occurrence, Mitt Romney. When running for governor in Massachusetts, his strong record in business was touted as a quality favoring him. Yet in the presidential election, Romney’s wealth was touted as an example of capitalist excess, of often ill-gotten gains. These trends would only be compounded with the release of candidates’ financial records. People with records of wealth and financial ability will be further demonized as being anti-poor. These sorts of political tactics obscure from the realities of politics and seeks to separate people along class, rather than political ideological, lines. Such divisions are exceptionally dangerous to the functioning of a democratic society, which demands buy-in and willing participation from all classes and groups in order to function.",An excess of wealth prevents spiritual growth
102,505,504,N,N,"More and more the financial dealings of candidates are used against them in politics. In past decades, politicians in many countries were proud to run on the basis of their successes in the private sector. Today, however, that success has often become a liability. One only need look at the paradigmatic example of this occurrence, Mitt Romney. When running for governor in Massachusetts, his strong record in business was touted as a quality favoring him. Yet in the presidential election, Romney’s wealth was touted as an example of capitalist excess, of often ill-gotten gains. These trends would only be compounded with the release of candidates’ financial records. People with records of wealth and financial ability will be further demonized as being anti-poor. These sorts of political tactics obscure from the realities of politics and seeks to separate people along class, rather than political ideological, lines. Such divisions are exceptionally dangerous to the functioning of a democratic society, which demands buy-in and willing participation from all classes and groups in order to function.",This information offers valuable texture to the financial proposals candidates offer as potential policy
103,6226,504,N,N,"More and more the financial dealings of candidates are used against them in politics. In past decades, politicians in many countries were proud to run on the basis of their successes in the private sector. Today, however, that success has often become a liability. One only need look at the paradigmatic example of this occurrence, Mitt Romney. When running for governor in Massachusetts, his strong record in business was touted as a quality favoring him. Yet in the presidential election, Romney’s wealth was touted as an example of capitalist excess, of often ill-gotten gains. These trends would only be compounded with the release of candidates’ financial records. People with records of wealth and financial ability will be further demonized as being anti-poor. These sorts of political tactics obscure from the realities of politics and seeks to separate people along class, rather than political ideological, lines. Such divisions are exceptionally dangerous to the functioning of a democratic society, which demands buy-in and willing participation from all classes and groups in order to function.",we can used diabled people as an example
104,508,505,S,S,"Discussion of candidates’ personal finances serves only to obscure the real issues facing society. When the focus becomes on how much tax Candidate X paid and what loopholes he or she exploited, the media tends to latch onto it. It sells more newspapers and gets more hits online to make a salacious story about the financial “misdeeds” of a candidate than to actually discuss what he or she stands for. It fuels the growing tendency of the media to attach itself to petty commentary rather than real investigation and analysis. Ultimately, an examination of the personal finances of a candidate tells voters little about what he or she stands for on the issue of state finances. Throughout history, personal financial success has been shown to not necessarily correlate with political acumen. For example, William Pitt became the young, and one of the longest-serving Prime Ministers of the United Kingdom, yet he was in extreme debt when he died. It is best that both use their time to maximum effect, and not be sidetracked by distractions.","The focus of elections should be on policy, not personal issues like financial records"
105,507,505,N,S,"Discussion of candidates’ personal finances serves only to obscure the real issues facing society. When the focus becomes on how much tax Candidate X paid and what loopholes he or she exploited, the media tends to latch onto it. It sells more newspapers and gets more hits online to make a salacious story about the financial “misdeeds” of a candidate than to actually discuss what he or she stands for. It fuels the growing tendency of the media to attach itself to petty commentary rather than real investigation and analysis. Ultimately, an examination of the personal finances of a candidate tells voters little about what he or she stands for on the issue of state finances. Throughout history, personal financial success has been shown to not necessarily correlate with political acumen. For example, William Pitt became the young, and one of the longest-serving Prime Ministers of the United Kingdom, yet he was in extreme debt when he died. It is best that both use their time to maximum effect, and not be sidetracked by distractions.",Fixating on candidates’ financial records fuels the fire of class war
106,475,505,N,N,"Discussion of candidates’ personal finances serves only to obscure the real issues facing society. When the focus becomes on how much tax Candidate X paid and what loopholes he or she exploited, the media tends to latch onto it. It sells more newspapers and gets more hits online to make a salacious story about the financial “misdeeds” of a candidate than to actually discuss what he or she stands for. It fuels the growing tendency of the media to attach itself to petty commentary rather than real investigation and analysis. Ultimately, an examination of the personal finances of a candidate tells voters little about what he or she stands for on the issue of state finances. Throughout history, personal financial success has been shown to not necessarily correlate with political acumen. For example, William Pitt became the young, and one of the longest-serving Prime Ministers of the United Kingdom, yet he was in extreme debt when he died. It is best that both use their time to maximum effect, and not be sidetracked by distractions.",Newspapers provide higher quality journalism than other media
107,473,505,N,N,"Discussion of candidates’ personal finances serves only to obscure the real issues facing society. When the focus becomes on how much tax Candidate X paid and what loopholes he or she exploited, the media tends to latch onto it. It sells more newspapers and gets more hits online to make a salacious story about the financial “misdeeds” of a candidate than to actually discuss what he or she stands for. It fuels the growing tendency of the media to attach itself to petty commentary rather than real investigation and analysis. Ultimately, an examination of the personal finances of a candidate tells voters little about what he or she stands for on the issue of state finances. Throughout history, personal financial success has been shown to not necessarily correlate with political acumen. For example, William Pitt became the young, and one of the longest-serving Prime Ministers of the United Kingdom, yet he was in extreme debt when he died. It is best that both use their time to maximum effect, and not be sidetracked by distractions.",Newspapers are financially unviable
108,504,505,N,N,"Discussion of candidates’ personal finances serves only to obscure the real issues facing society. When the focus becomes on how much tax Candidate X paid and what loopholes he or she exploited, the media tends to latch onto it. It sells more newspapers and gets more hits online to make a salacious story about the financial “misdeeds” of a candidate than to actually discuss what he or she stands for. It fuels the growing tendency of the media to attach itself to petty commentary rather than real investigation and analysis. Ultimately, an examination of the personal finances of a candidate tells voters little about what he or she stands for on the issue of state finances. Throughout history, personal financial success has been shown to not necessarily correlate with political acumen. For example, William Pitt became the young, and one of the longest-serving Prime Ministers of the United Kingdom, yet he was in extreme debt when he died. It is best that both use their time to maximum effect, and not be sidetracked by distractions.",Financial dealings can indicate candidates’ willingness to circumvent the system/play by the rules
109,7112,505,N,N,"Discussion of candidates’ personal finances serves only to obscure the real issues facing society. When the focus becomes on how much tax Candidate X paid and what loopholes he or she exploited, the media tends to latch onto it. It sells more newspapers and gets more hits online to make a salacious story about the financial “misdeeds” of a candidate than to actually discuss what he or she stands for. It fuels the growing tendency of the media to attach itself to petty commentary rather than real investigation and analysis. Ultimately, an examination of the personal finances of a candidate tells voters little about what he or she stands for on the issue of state finances. Throughout history, personal financial success has been shown to not necessarily correlate with political acumen. For example, William Pitt became the young, and one of the longest-serving Prime Ministers of the United Kingdom, yet he was in extreme debt when he died. It is best that both use their time to maximum effect, and not be sidetracked by distractions.",newspapers are more versatile
