,claim_id,perspective_id,author1,rel1,author2,rel2,claim_title,persp_title
241,875,19835,Daniel,N,Sihao,N,Ten Commandments:  Display in Schools,"In 1534, King Henry VIII separated the English Church from Rome."
242,875,19836,Daniel,N,Sihao,N,Ten Commandments:  Display in Schools,Evangelical Christian churches and The Church of Jesus Christ of Latter Day Saints are.
243,875,19837,Daniel,N,Sihao,N,Ten Commandments:  Display in Schools,"associates from the state, country, or internationally."
244,875,19838,Daniel,B,Sihao,N,Ten Commandments:  Display in Schools,The question of whether or not morality requires religion is both topical and ancient.
245,875,19839,Daniel,B,Sihao,U,Ten Commandments:  Display in Schools,of our secular republic that citizens should not be taxed to support religion.
246,875,19840,Daniel,U,Sihao,N,Ten Commandments:  Display in Schools,To avoid discrimination there should be no religion-specific law.
247,875,19841,Daniel,N,Sihao,N,Ten Commandments:  Display in Schools,The above are the Jewish division of the Ten Commandments.
248,875,19842,Daniel,S,Sihao,S,Ten Commandments:  Display in Schools,Many Americans believe the country was founded on Judeo-Christian beliefs. Many of their beliefs are expressed in the Ten Commandments.
249,875,19843,Daniel,N,Sihao,N,Ten Commandments:  Display in Schools,are based on the Ten Commandments must never have even gotten to the first one of the ten.
250,875,19844,Daniel,A,Sihao,S,Ten Commandments:  Display in Schools,be changed to allow public schools to display the Ten Commandments.
251,875,19845,Daniel,N,Sihao,N,Ten Commandments:  Display in Schools,versus comprehensive sex education should be taught in public schools.
252,875,19846,Daniel,N,Sihao,S,Ten Commandments:  Display in Schools,required that “creation science” be taught in public schools together with evolution.
253,875,19847,Daniel,B,Sihao,N,Ten Commandments:  Display in Schools,"discussed and considered in houses of worship, private religious schools, and in the home."
254,875,19848,Daniel,A,Sihao,A,Ten Commandments:  Display in Schools,"ten commandments in schools, courthouses, and other government facilities."
255,875,19849,Daniel,N,Sihao,N,Ten Commandments:  Display in Schools,The pros and cons of displaying the Ten Commandments in schools and government offices.
256,929,7512,Daniel,S,Sihao,S,We should be free to express our religion as we wish,It is a fundamental part of OUR Human Rights
257,929,7513,Daniel,A,Sihao,S,We should be free to express our religion as we wish,Religious symbols harm no one
258,929,7514,Daniel,B,Sihao,B,We should be free to express our religion as we wish,It is politically incorrect
259,929,7515,Daniel,N,Sihao,B,We should be free to express our religion as we wish,Infringing the rights of others
260,929,7516,Daniel,N,Sihao,N,We should be free to express our religion as we wish,Laws of a country 
261,929,7517,Daniel,N,Sihao,N,We should be free to express our religion as we wish,Extremist measures is crossing the line
262,929,9941,Daniel,N,Sihao,A,We should be free to express our religion as we wish,of discrimination against women are fundamental human rights and. United Nations values.
263,929,10007,Daniel,N,Sihao,N,We should be free to express our religion as we wish,Refugees are required to respect the laws and regulations of their country of asylum.
264,929,10150,Daniel,N,Sihao,N,We should be free to express our religion as we wish,It further provides that “lengthy detention” is a violation of human rights.
265,929,11000,Daniel,B,Sihao,N,We should be free to express our religion as we wish,blocking extremist content.
266,929,11351,Daniel,B,Sihao,A,We should be free to express our religion as we wish,"Educators can't display religious symbols in public schools, but that does not mean religious symbols can never appear in the classroom."
267,929,11352,Daniel,A,Sihao,N,We should be free to express our religion as we wish,Argue if you think religious symbols should be allowed in public places.
268,929,11354,Daniel,B,Sihao,N,We should be free to express our religion as we wish,forms of prejudice and hostility towards believers and religious symbols.
269,929,11355,Daniel,B,Sihao,N,We should be free to express our religion as we wish,"values, which would have banned public servants from wearing obvious religious symbols."
270,929,11357,Daniel,N,Sihao,N,We should be free to express our religion as we wish,the government's display of the Ten Commandments and other religious symbols.
271,929,18518,Daniel,N,Sihao,S,We should be free to express our religion as we wish,"for, and observance of, human rights and fundamental freedoms for all."
272,929,18519,Daniel,N,Sihao,N,We should be free to express our religion as we wish,nor is it founded on the modern liberal view of fundamental human rights.
273,929,18520,Daniel,N,Sihao,N,We should be free to express our religion as we wish,"and made amends for past violations of fundamental human rights,” they stressed."
274,929,20196,Daniel,N,Sihao,N,We should be free to express our religion as we wish,which have some of the strictest gun laws in the country.
275,929,20197,Daniel,N,Sihao,N,We should be free to express our religion as we wish,discusses state right-to-work laws as well as the types of union work situations in the country.
276,929,20198,Daniel,N,Sihao,N,We should be free to express our religion as we wish,The extent of Internet censorship varies on a country-to- country basis.
277,929,20199,Daniel,B,Sihao,S,We should be free to express our religion as we wish,There is no louder wake up call than crossing the threshold into middle age.
278,929,20200,Daniel,N,Sihao,N,We should be free to express our religion as we wish,This hacker forum is one section of a larger extremist website called the Elec-.
279,929,20201,Daniel,N,Sihao,N,We should be free to express our religion as we wish,Measures against illegal content .
280,929,20202,Daniel,N,Sihao,N,We should be free to express our religion as we wish,measures of the degree of competition (concentration is an inverse indicator).
281,955,7638,Daniel,A,Sihao,N,Gorbachev was a key player in the fall of the Berlin Wall,"'General Secretary Gorbachev, if you seek peace, if you seek prosperity for the Soviet Union and eastern Europe, if you seek liberalization, come here to this gate. Mr. Gorbachev, tear down this wall!'"
282,955,7639,Daniel,N,Sihao,N,Gorbachev was a key player in the fall of the Berlin Wall,"He did not stand by the sidelines, he 'trusted his eyes'."
283,955,7640,Daniel,U,Sihao,U,Gorbachev was a key player in the fall of the Berlin Wall,Gorbachev did not tear down the wall.
284,955,14301,Daniel,N,Sihao,N,Gorbachev was a key player in the fall of the Berlin Wall,UE's Iowa members did not take this assault on their union rights sitting down.
285,955,18553,Daniel,N,Sihao,N,Gorbachev was a key player in the fall of the Berlin Wall,did not achieve.
286,955,20348,Daniel,A,Sihao,N,Gorbachev was a key player in the fall of the Berlin Wall,"General Secretary Gorbachev, if you seek peace, if you seek prosperity for the Soviet Union and eastern Europe, if you seek liberalization, come here to this gate. Mr. Gorbachev, open this gate. Mr. Gorbachev, tear down this wall!”."
287,955,20349,Daniel,A,Sihao,N,Gorbachev was a key player in the fall of the Berlin Wall,"General Secretary Gorbachev, if you seek peace, if you seek prosperity for the Soviet Union and Eastern Europe, if you seek liberalization, come here to this gate."
288,955,20350,Daniel,A,Sihao,N,Gorbachev was a key player in the fall of the Berlin Wall,"General Secretary Gorbachev,"" the president said, ""if you seek peace, if you seek prosperity for the Soviet Union and Eastern Europe, if you seek liberalization, come here to this gate."
289,955,20351,Daniel,A,Sihao,N,Gorbachev was a key player in the fall of the Berlin Wall,"Gorbachev, if you seek peace, if you seek prosperity for the Soviet Union and Eastern Europe, if you seek liberalization, come here to this gate."
290,955,20352,Daniel,S,Sihao,N,Gorbachev was a key player in the fall of the Berlin Wall,"In a memorable speech, he said to the leader of the Soviet Union, ""General Secretary Gorbachev, if you seek peace, if you seek prosperity for the Soviet Union and Eastern Europe, if you seek liberalization, come here to this gate."
291,955,20353,Daniel,B,Sihao,N,Gorbachev was a key player in the fall of the Berlin Wall,"On June 12, 1987, former President Reagan called on Mikhail Gorbachev to ""tear down"" the Berlin wall."
292,955,20354,Daniel,S,Sihao,N,Gorbachev was a key player in the fall of the Berlin Wall,German weekly Die Zeit did not even quote his request to Gorbachev.
293,983,7876,Daniel,A,Sihao,S,It does matter where you go to university or college,Certain Universities are impressive
294,983,7877,Daniel,U,Sihao,U,It does matter where you go to university or college,we should concentrate on the skills that we obtain
295,983,7878,Daniel,N,Sihao,N,It does matter where you go to university or college,It won't get you noticed where it matters.
296,983,9108,Daniel,N,Sihao,A,It does matter where you go to university or college,Private universities are mushrooming across Africa.
297,983,9109,Daniel,N,Sihao,N,It does matter where you go to university or college,"There are no private universities, either."
298,983,9120,Daniel,B,Sihao,N,It does matter where you go to university or college,Almost all colleges and universities are coeducational.
299,983,10775,Daniel,N,Sihao,N,It does matter where you go to university or college,Universities are meant to be guardians of robust debate.
300,983,20562,Daniel,A,Sihao,A,It does matter where you go to university or college,Iowa State is among the universities that charge higher tuition to students in certain programs.
301,989,7910,Daniel,S,Sihao,N,Home Schooling Should Be Banned,Why Home Schooling Harms Society
302,989,7911,Daniel,N,Sihao,N,Home Schooling Should Be Banned,The Uniqueness of School
303,989,7912,Daniel,U,Sihao,N,Home Schooling Should Be Banned,Proposition plan is unfeasible
304,989,7913,Daniel,U,Sihao,U,Home Schooling Should Be Banned,Homeschooling Increases Quality of Education
305,989,7914,Daniel,U,Sihao,U,Home Schooling Should Be Banned,Home schooling increases civic involvement
306,989,7915,Daniel,B,Sihao,U,Home Schooling Should Be Banned,Home schooling can be the only alternative
307,989,7916,Daniel,U,Sihao,U,Home Schooling Should Be Banned,Individual Rights Take Precedence Over Government's Monopoly on Education
308,989,7917,Daniel,U,Sihao,U,Home Schooling Should Be Banned,Homeschooling Is Economically Beneficial
309,989,8363,Daniel,N,Sihao,N,Home Schooling Should Be Banned,work that PR increases voter turnout by promoting civic interest and education (2006).
310,989,9454,Daniel,A,Sihao,N,Home Schooling Should Be Banned,l b) Improving the quality of higher education .
311,989,9788,Daniel,N,Sihao,A,Home Schooling Should Be Banned,would be better off economically outside the EU.
312,989,11230,Daniel,A,Sihao,S,Home Schooling Should Be Banned,High performing education systems combine equity with quality .
313,989,12203,Daniel,N,Sihao,N,Home Schooling Should Be Banned,A gun in the home increases the risk that people in the home will die.
314,989,12483,Daniel,N,Sihao,N,Home Schooling Should Be Banned,"in education, to build or manage schools, or to improve the quality of education."
315,989,12984,Daniel,N,Sihao,A,Home Schooling Should Be Banned,that homework is beneficial for achievement of academic success.
316,989,15729,Daniel,B,Sihao,B,Home Schooling Should Be Banned,Homeschooling is a kind of education that is growing.
317,989,16061,Daniel,B,Sihao,N,Home Schooling Should Be Banned,Education News compared the quality of homeschooling to that of public schooling.
318,989,19041,Daniel,N,Sihao,U,Home Schooling Should Be Banned,It was incredibly beneficial.
319,989,20608,Daniel,B,Sihao,U,Home Schooling Should Be Banned,conflating the problem of illegal schools with home schooling.
320,989,20609,Daniel,N,Sihao,N,Home Schooling Should Be Banned,state senators who have been or are involved in home-schooling.
321,989,20610,Daniel,N,Sihao,N,Home Schooling Should Be Banned,LGBT activists alleging involvement in orchestrating their persecution [10].
322,989,20611,Daniel,N,Sihao,N,Home Schooling Should Be Banned,on individual rights without meaningfully increasing protection from terrorism.
323,989,20612,Daniel,N,Sihao,N,Home Schooling Should Be Banned,and the government's human rights record is strongly criticised.
324,989,20613,Daniel,N,Sihao,N,Home Schooling Should Be Banned,The USPS has a legal monopoly over various types of mail.
325,989,20614,Daniel,N,Sihao,N,Home Schooling Should Be Banned,Restrictive exit policies touch on the rights of the individual.
326,989,20615,Daniel,S,Sihao,S,Home Schooling Should Be Banned,Homeschooling should be outlawed… 1.
